OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Bill Gates,AK,1.76,Mosaic Tile,24449,18.5,49.25,452306.5,1204113.25,29152.99,1685572.74
16,Monty Hall,DN,9.46,Marble,20292,88.73,34.25,1800509.16,695001,236075.26,2731585.42
24,Monty Hall,RI,7,Mosaic Tile,22193,18.5,49.25,410570.5,1093005.25,105250.3,1608826.05
29,Charles Darwin,TN,9.46,Disco Light Up Panels,17496,40.78,23.33,713486.88,408181.68,106109.85,1227778.41
35,Monty Hall,HI,4.35,Asphalt,12006,10.78,13.33,129424.68,160039.98,12591.71,302056.37
41,Alex Trebek,RI,7,Tile,29333,1.5,14.3,43999.5,419461.9,32442.3,495903.7
45,Charles Babbage,HI,4.35,Mosaic Tile,4360,18.5,49.25,80660,214730,12849.47,308239.47
52,Ada Lovelace,ZZ,9.46,Distressed Red Oak,2120,18.57,23.33,39368.4,49459.6,8403.13,97231.13
54,Charles Darwin,ZZ,9.46,Trampoline,22785,20.78,13.33,473472.3,303724.05,73522.77,850719.12
55,Grace Murray Hopper,TN,9.46,Laminate,21769,4.5,9.8,97960.5,213336.2,29448.67,340745.37
59,Steve Jobs,WY,9.46,Distressed Red Oak,24730,18.57,23.33,459236.1,576950.9,98023.29,1134210.29
63,Elon Musk,RI,7,Mosaic Tile,28727,18.5,49.25,531449.5,1414804.75,136237.8,2082492.05
68,Ada Lovelace,II,9.46,Straw,6731,1.8,3.25,12115.8,21875.75,3215.6,37207.15
72,Steve Jobs,AK,1.76,Tile,22497,1.5,14.3,33745.5,321707.1,6255.97,361708.57
81,Penn Jillette,TN,9.46,Wood,2940,12.5,9.25,36750,27195,6049.2,69994.2
88,Alex Trebek,LO,9.46,Trampoline,26758,20.78,13.33,556031.24,356684.14,86342.87,999058.25
98,Jaden Smith,TX,8.19,Marble,18698,88.73,34.25,1659073.54,640406.5,188327.42,2487807.46
105,Jean Ichbiah,WY,9.46,Carpet,8980,12.5,6.3,112250,56574,15970.75,184794.75
111,Thomas J. Watson,LO,9.46,Laminate,20533,4.5,9.8,92398.5,201223.4,27776.63,321398.53
113,Ada Lovelace,ZZ,9.46,Marble,3427,88.73,34.25,304077.71,117374.75,39869.4,461321.86
123,Monty Hall,TN,9.46,Marble,19079,88.73,34.25,1692879.67,653455.75,221963.33,2568298.75
130,Jaden Smith,RI,7,Laminate,19473,4.5,9.8,87628.5,190835.4,19492.47,297956.37
140,Albert Einstein,WY,9.46,Disco Light Up Panels,17128,40.78,23.33,698479.84,399596.24,103878,1201954.08
148,Charles Babbage,TX,8.19,Distressed Red Oak,13718,18.57,23.33,254743.26,320040.94,47074.83,621859.03
151,Thomas J. Watson,DN,9.46,Bamboo,17089,18.5,9.25,316146.5,158073.25,44861.19,519080.94
159,Jaden Smith,DN,9.46,Marble,13232,88.73,34.25,1174075.36,453196,153939.87,1781211.23
169,Monty Hall,AK,1.76,Laminate,25490,4.5,9.8,114705,249802,6415.32,370922.32
172,Thomas J. Watson,ZZ,9.46,Tile,4597,1.5,14.3,6895.5,65737.1,6871.04,79503.64
175,Monty Hall,DN,9.46,Distressed Red Oak,17550,18.57,23.33,325903.5,409441.5,69563.64,804908.64
182,Grace Murray Hopper,WY,9.46,Asphalt,1536,10.78,13.33,16558.08,20474.88,3503.32,40536.28
184,Bill Gates,OH,7.14,Straw,10356,1.8,3.25,18640.8,33657,3734.06,56031.86
194,Jaden Smith,DN,9.46,Straw,27585,1.8,3.25,49653,89651.25,13178.18,152482.43
200,Elon Musk,TN,9.46,Disco Light Up Panels,20954,40.78,23.33,854504.12,488856.82,127081.94,1470442.88
209,Bill Gates,RI,7,Asphalt,6571,10.78,13.33,70835.38,87591.43,11089.88,169516.69
211,Charles Darwin,OH,7.14,Disco Light Up Panels,20475,40.78,23.33,834970.5,477681.75,93723.37,1406375.62
216,Albert Einstein,AK,1.76,Laminate,29258,4.5,9.8,131661,286728.4,7363.65,425753.05
221,Jaden Smith,OH,7.14,Disco Light Up Panels,5940,40.78,23.33,242233.2,138580.2,27190.08,408003.48
222,Jaden Smith,TX,8.19,Marble,11725,88.73,34.25,1040359.25,401581.25,118094.93,1560035.43
225,Penn Jillette,AK,1.76,Asphalt,1542,10.78,13.33,16622.76,20554.86,654.33,37831.95
234,Alex Trebek,WY,9.46,Asphalt,12963,10.78,13.33,139741.14,172796.79,29566.09,342104.02
243,Ada Lovelace,XX,9.46,Laminate,5853,4.5,9.8,26338.5,57359.4,7917.82,91615.72
244,Thomas J. Watson,DN,9.46,Trampoline,12096,20.78,13.33,251354.88,161239.68,39031.45,451626.01
