OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
12,Monty Hall,HI,4.35,Disco Light Up Panels,23225,40.78,23.33,947115.5,541839.25,64769.53,1553724.28
20,Ada Lovelace,ZZ,9.46,Distressed Red Oak,21196,18.57,23.33,393609.72,494502.68,84015.43,972127.83
25,Bill Gates,XX,9.46,Bamboo,2040,18.5,9.25,37740,18870,5355.31,61965.31
28,Monty Hall,WY,9.46,Laminate,23255,4.5,9.8,104647.5,227899,31458.9,364005.4
38,Steve Jobs,TX,8.19,Asphalt,14260,10.78,13.33,153722.8,190085.8,28157.92,371966.52
40,Penn Jillette,TN,9.46,Wood,19209,12.5,9.25,240112.5,177683.25,39523.48,457319.23
42,Jean Ichbiah,KY,6,Trampoline,15959,20.78,13.33,331628.02,212733.47,32661.69,577023.18
50,Elon Musk,OH,7.14,Granite,24343,72.5,29.25,1764867.5,712032.75,176850.68,2653750.93
54,Alex Trebek,XX,9.46,Distressed Red Oak,24202,18.57,23.33,449431.14,564632.66,95930.44,1109994.24
57,Penn Jillette,DN,9.46,Mosaic Tile,27318,18.5,49.25,505383,1345411.5,175085.16,2025879.66
59,Charles Darwin,LO,9.46,Mosaic Tile,24477,18.5,49.25,452824.5,1205492.25,156876.76,1815193.51
63,Charles Babbage,TN,9.46,Granite,11033,72.5,29.25,799892.5,322715.25,106198.69,1228806.44
65,Thomas J. Watson,ZZ,9.46,Dirt,10503,0.78,3.33,8192.34,34974.99,4083.63,47250.96
74,Steve Jobs,LO,9.46,Straw,16788,1.8,3.25,30218.4,54561,8020.13,92799.53
81,Ada Lovelace,XX,9.46,Disco Light Up Panels,22913,40.78,23.33,934392.14,534560.29,138962.9,1607915.33
82,Grace Murray Hopper,KY,6,Disco Light Up Panels,17558,40.78,23.33,716015.24,409628.14,67538.6,1193181.98
87,Elon Musk,ZZ,9.46,Tile,1096,1.5,14.3,1644,15672.8,1638.17,18954.97
91,Grace Murray Hopper,WY,9.46,Disco Light Up Panels,23862,40.78,23.33,973092.36,556700.46,144718.4,1674511.22
101,Elon Musk,TX,8.19,Granite,10461,72.5,29.25,758422.5,305984.25,87174.91,1151581.66
107,Steve Jobs,AK,1.76,Carpet,18088,12.5,6.3,226100,113954.4,5984.96,346039.36
108,Steve Jobs,II,9.46,Straw,9080,1.8,3.25,16344,29510,4337.79,50191.79
110,Charles Babbage,WY,9.46,Laminate,7771,4.5,9.8,34969.5,76155.8,10512.45,121637.75
114,Penn Jillette,TN,9.46,Marble,8655,88.73,34.25,767958.15,296433.75,100691.47,1165083.37
119,Charles Darwin,RI,7,Straw,26777,1.8,3.25,48198.6,87025.25,9465.67,144689.52
124,Jaden Smith,DN,9.46,Straw,7905,1.8,3.25,14229,25691.25,3776.46,43696.71
