OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
12,Albert Einstein,TN,9.46,Dirt,15972,0.78,3.33,12458.16,53186.76,6210.01,71854.93
15,Albert Einstein,TX,8.19,Bamboo,19909,18.5,9.25,368316.5,184158.25,45247.68,597722.43
22,Monty Hall,LO,9.46,Disco Light Up Panels,29825,40.78,23.33,1216263.5,695817.25,180882.84,2092963.59
32,Grace Murray Hopper,XX,9.46,Disco Light Up Panels,1356,40.78,23.33,55297.68,31635.48,8223.88,95157.04
40,Charles Darwin,OH,7.14,Distressed Red Oak,25373,18.57,23.33,471176.61,591952.09,75907.39,1139036.09
47,Penn Jillette,TX,8.19,Bamboo,23702,18.5,9.25,438487,219243.5,53868.13,711598.63
55,Jean Ichbiah,AK,1.76,Tile,19500,1.5,14.3,29250,278850,5422.56,313522.56
65,Ada Lovelace,OH,7.14,Disco Light Up Panels,3251,40.78,23.33,132575.78,75845.83,14881.3,223302.91
73,Grace Murray Hopper,XX,9.46,Carpet,4151,12.5,6.3,51887.5,26151.3,7382.47,85421.27
82,Albert Einstein,XX,9.46,Carpet,27338,12.5,6.3,341725,172229.4,48620.09,562574.49
87,Alex Trebek,HI,4.35,Marble,25627,88.73,34.25,2273883.71,877724.75,137094.97,3288703.43
95,Bill Gates,TN,9.46,Marble,2007,88.73,34.25,178081.11,68739.75,23349.25,270170.11
102,Penn Jillette,RI,7,Dirt,26916,0.78,3.33,20994.48,89630.28,7743.73,118368.49
112,Grace Murray Hopper,LO,9.46,Carpet,7236,12.5,6.3,90450,45586.8,12869.08,148905.88
114,Ada Lovelace,DN,9.46,Granite,18616,72.5,29.25,1349660,544518,179189.24,2073367.24
119,Monty Hall,XX,9.46,Bamboo,20411,18.5,9.25,377603.5,188801.75,53581.94,619987.19
121,Elon Musk,RI,7,Tile,710,1.5,14.3,1065,10153,785.26,12003.26
122,Charles Babbage,WY,9.46,Disco Light Up Panels,25524,40.78,23.33,1040868.72,595474.92,154798.11,1791141.75
130,Alex Trebek,OH,7.14,Laminate,14401,4.5,9.8,64804.5,141129.8,14703.71,220638.01
140,Grace Murray Hopper,KY,6,Mosaic Tile,3595,18.5,49.25,66507.5,177053.75,14613.68,258174.93
144,Charles Babbage,TN,9.46,Trampoline,27382,20.78,13.33,568997.96,365002.06,88356.4,1022356.42
146,Bill Gates,OH,7.14,Asphalt,15636,10.78,13.33,168556.08,208427.88,26916.65,403900.61
152,Charles Darwin,XX,9.46,Trampoline,11777,20.78,13.33,244726.06,156987.41,38002.09,439715.56
153,Charles Babbage,RI,7,Mosaic Tile,18592,18.5,49.25,343952,915656,88172.56,1347780.56
159,Monty Hall,WY,9.46,Wood,17560,12.5,9.25,219500,162430,36130.58,418060.58
163,Jean Ichbiah,TN,9.46,Straw,24747,1.8,3.25,44544.6,80427.75,11822.38,136794.73
168,Monty Hall,TN,9.46,Laminate,21761,4.5,9.8,97924.5,213257.8,29437.85,340620.15
171,Charles Darwin,LO,9.46,Asphalt,15599,10.78,13.33,168157.22,207934.67,35578.29,411670.18
181,Alex Trebek,DN,9.46,Tile,6514,1.5,14.3,9771,93150.2,9736.35,112657.55
185,Bill Gates,ZZ,9.46,Laminate,5567,4.5,9.8,25051.5,54556.6,7530.93,87139.03
194,Albert Einstein,TN,9.46,Granite,16503,72.5,29.25,1196467.5,482712.75,158850.45,1838030.7
202,Grace Murray Hopper,XX,9.46,Marble,7314,88.73,34.25,648971.22,250504.5,85090.4,984566.12
