OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
8,Penn Jillette,OH,7.14,Straw,3835,1.8,3.25,6903,12463.75,1382.79,20749.54
10,Thomas J. Watson,II,9.46,Laminate,16147,4.5,9.8,72661.5,158240.6,21843.34,252745.44
14,Monty Hall,OH,7.14,Asphalt,13696,10.78,13.33,147642.88,182567.68,23577.03,353787.59
19,Elon Musk,ZZ,9.46,Asphalt,9748,10.78,13.33,105083.44,129940.84,22233.3,257257.58
23,Monty Hall,WY,9.46,Laminate,1057,4.5,9.8,4756.5,10358.6,1429.89,16544.99
26,Ada Lovelace,II,9.46,Carpet,25724,12.5,6.3,321550,162061.2,45749.62,529360.82
32,Charles Babbage,XX,9.46,Asphalt,17529,10.78,13.33,188962.62,233661.57,39980.25,462604.44
38,Charles Darwin,ZZ,9.46,Trampoline,6324,20.78,13.33,131412.72,84298.92,20406.32,236117.96
43,Ada Lovelace,OH,7.14,Trampoline,4202,20.78,13.33,87317.56,56012.66,10233.78,153564
47,Steve Jobs,TX,8.19,Straw,8799,1.8,3.25,15838.2,28596.75,3639.22,48074.17
50,Albert Einstein,TX,8.19,Bamboo,26084,18.5,9.25,482554,241277,59281.76,783112.76
60,Charles Darwin,TN,9.46,Marble,10122,88.73,34.25,898125.06,346678.5,117758.42,1362561.98
64,Steve Jobs,KY,6,Disco Light Up Panels,9379,40.78,23.33,382475.62,218812.07,36077.26,637364.95
71,Elon Musk,OH,7.14,Dirt,19611,0.78,3.33,15296.58,65304.63,5754.93,86356.14
72,Thomas J. Watson,KY,6,Laminate,5558,4.5,9.8,25011,54468.4,4768.76,84248.16
76,Grace Murray Hopper,OH,7.14,Tile,20070,1.5,14.3,30105,287001,22641.37,339747.37
82,Albert Einstein,XX,9.46,Carpet,22928,12.5,6.3,286600,144446.4,40776.99,471823.39
90,Bill Gates,ZZ,9.46,Wood,12828,12.5,9.25,160350,118659,26394.25,305403.25
96,Thomas J. Watson,HI,4.35,Asphalt,27880,10.78,13.33,300546.4,371640.4,29240.13,701426.93
103,Steve Jobs,TX,8.19,Bamboo,15251,18.5,9.25,282143.5,141071.75,34661.33,457876.58
107,Charles Darwin,II,9.46,Laminate,28770,4.5,9.8,129465,281946,38919.48,450330.48
117,Ada Lovelace,WY,9.46,Carpet,7552,12.5,6.3,94400,47577.6,13431.08,155408.68
123,Alex Trebek,ZZ,9.46,Trampoline,29877,20.78,13.33,620844.06,398260.41,96407.28,1115511.75
124,Grace Murray Hopper,KY,6,Carpet,17218,12.5,6.3,215225,108473.4,19421.9,343120.3
126,Thomas J. Watson,KY,6,Granite,16192,72.5,29.25,1173920,473616,98852.16,1746388.16
128,Albert Einstein,DN,9.46,Bamboo,4195,18.5,9.25,77607.5,38803.75,11012.5,127423.75
136,Elon Musk,HI,4.35,Carpet,2282,12.5,6.3,28525,14376.6,1866.22,44767.82
144,Bill Gates,AK,1.76,Distressed Red Oak,11391,18.57,23.33,211530.87,265752.03,8400.18,485683.08
153,Charles Darwin,TN,9.46,Asphalt,15958,10.78,13.33,172027.24,212720.14,36397.1,421144.48
157,Jean Ichbiah,AK,1.76,Distressed Red Oak,29844,18.57,23.33,554203.08,696260.52,22008.16,1272471.76
162,Elon Musk,II,9.46,Dirt,9053,0.78,3.33,7061.34,30146.49,3519.86,40727.69
170,Grace Murray Hopper,OH,7.14,Asphalt,2380,10.78,13.33,25656.4,31725.4,4097.06,61478.86
174,Elon Musk,WY,9.46,Trampoline,20635,20.78,13.33,428795.3,275064.55,66585.14,770444.99
179,Ada Lovelace,OH,7.14,Marble,17129,88.73,34.25,1519856.17,586668.25,150405.84,2256930.26
186,Monty Hall,TN,9.46,Distressed Red Oak,6119,18.57,23.33,113629.83,142756.27,24254.13,280640.23
193,Penn Jillette,DN,9.46,Dirt,1080,0.78,3.33,842.4,3596.4,419.91,4858.71
200,Albert Einstein,ZZ,9.46,Wood,6851,12.5,9.25,85637.5,63371.75,14096.28,163105.53
207,Grace Murray Hopper,LO,9.46,Laminate,15050,4.5,9.8,67725,147490,20359.34,235574.34
214,Elon Musk,HI,4.35,Trampoline,16325,20.78,13.33,339233.5,217612.25,24222.79,581068.54
218,Bill Gates,KY,6,Asphalt,1167,10.78,13.33,12580.26,15556.11,1688.18,29824.55
