OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
5,Charles Babbage,LO,9.46,Disco Light Up Panels,15798,40.78,23.33,644242.44,368567.34,95811.81,1108621.59
12,Monty Hall,KY,6,Bamboo,27208,18.5,9.25,503348,251674,45301.32,800323.32
21,Penn Jillette,AK,1.76,Mosaic Tile,17497,18.5,49.25,323694.5,861727.25,20863.42,1206285.17
23,Penn Jillette,TN,9.46,Trampoline,25233,20.78,13.33,524341.74,336355.89,81422,942119.63
28,Alex Trebek,XX,9.46,Granite,7027,72.5,29.25,509457.5,205539.75,67638.74,782635.99
35,Ada Lovelace,DN,9.46,Trampoline,26760,20.78,13.33,556072.8,356710.8,86349.33,999132.93
42,Albert Einstein,OH,7.14,Carpet,23877,12.5,6.3,298462.5,150425.1,32050.57,480938.17
50,Alex Trebek,WY,9.46,Distressed Red Oak,7534,18.57,23.33,139906.38,175768.22,29862.82,345537.42
58,Ada Lovelace,HI,4.35,Carpet,27492,12.5,6.3,343650,173199.6,22482.96,539332.56
61,Charles Babbage,DN,9.46,Tile,10617,1.5,14.3,15925.5,151823.1,15869.02,183617.62
71,Monty Hall,KY,6,Distressed Red Oak,26096,18.57,23.33,484602.72,608819.68,65605.34,1159027.74
73,Bill Gates,ZZ,9.46,Tile,17261,1.5,14.3,25891.5,246832.3,25799.67,298523.47
83,Elon Musk,WY,9.46,Asphalt,29685,10.78,13.33,320004.3,395701.05,67705.73,783411.08
90,Thomas J. Watson,KY,6,Marble,18081,88.73,34.25,1604327.13,619274.25,133416.08,2357017.46
99,Ada Lovelace,AK,1.76,Mosaic Tile,14928,18.5,49.25,276168,735204,17800.15,1029172.15
105,Steve Jobs,II,9.46,Asphalt,14350,10.78,13.33,154693,191285.5,32729.57,378708.07
111,Penn Jillette,RI,7,Tile,24477,1.5,14.3,36715.5,350021.1,27071.56,413808.16
119,Elon Musk,DN,9.46,Straw,15854,1.8,3.25,28537.2,51525.5,7573.93,87636.63
124,Monty Hall,RI,7,Distressed Red Oak,15107,18.57,23.33,280536.99,352446.31,44308.83,677292.13
127,Jaden Smith,LO,9.46,Distressed Red Oak,3974,18.57,23.33,73797.18,92713.42,15751.9,182262.5
132,Grace Murray Hopper,II,9.46,Marble,19793,88.73,34.25,1756232.89,677910.25,230269.94,2664413.08
