OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Charles Babbage,LO,9.46,Straw,24571,1.8,3.25,44227.8,79855.75,11738.3,135821.85
14,Charles Darwin,TN,9.46,Bamboo,21864,18.5,9.25,404484,202242,57396.28,664122.28
23,Penn Jillette,AK,1.76,Disco Light Up Panels,15356,40.78,23.33,626217.68,358255.48,17326.73,1001799.89
28,Bill Gates,DN,9.46,Marble,16565,88.73,34.25,1469812.45,567351.25,192715.69,2229879.39
32,Grace Murray Hopper,AK,1.76,Trampoline,25583,20.78,13.33,531614.74,341021.39,15358.4,887994.53
35,Monty Hall,WY,9.46,Wood,14474,12.5,9.25,180925,133884.5,29780.98,344590.48
39,Grace Murray Hopper,RI,7,Dirt,4684,0.78,3.33,3653.52,15597.72,1347.59,20598.83
49,Charles Darwin,TX,8.19,Mosaic Tile,8629,18.5,49.25,159636.5,424978.25,47879.95,632494.7
52,Elon Musk,TX,8.19,Wood,20466,12.5,9.25,255825,189310.5,36456.6,481592.1
56,Jean Ichbiah,WY,9.46,Bamboo,6143,18.5,9.25,113645.5,56822.75,16126.3,186594.55
65,Grace Murray Hopper,XX,9.46,Laminate,7365,4.5,9.8,33142.5,72177,9963.22,115282.72
75,Charles Darwin,AK,1.76,Marble,13564,88.73,34.25,1203533.72,464567,29358.57,1697459.29
77,Charles Darwin,XX,9.46,Straw,9835,1.8,3.25,17703,31963.75,4698.47,54365.22
85,Bill Gates,II,9.46,Disco Light Up Panels,16432,40.78,23.33,670096.96,383358.56,99656.89,1153112.41
95,Alex Trebek,DN,9.46,Distressed Red Oak,21390,18.57,23.33,397212.3,499028.7,84784.4,981025.4
97,Charles Darwin,ZZ,9.46,Carpet,26268,12.5,6.3,328350,165488.4,46717.11,540555.51
107,Jean Ichbiah,DN,9.46,Distressed Red Oak,8698,18.57,23.33,161521.86,202924.34,34476.61,398922.81
109,Jean Ichbiah,HI,4.35,Asphalt,27171,10.78,13.33,292903.38,362189.43,28496.54,683589.35
119,Penn Jillette,DN,9.46,Laminate,22984,4.5,9.8,103428,225243.2,31092.3,359763.5
122,Grace Murray Hopper,TX,8.19,Trampoline,2514,20.78,13.33,52240.92,33511.62,7023.13,92775.67
131,Albert Einstein,OH,7.14,Dirt,5811,0.78,3.33,4532.58,19350.63,1705.26,25588.47
139,Jaden Smith,XX,9.46,Disco Light Up Panels,19628,40.78,23.33,800429.84,457921.24,119040.01,1377391.09
141,Charles Darwin,ZZ,9.46,Tile,19278,1.5,14.3,28917,275675.4,28814.44,333406.84
142,Bill Gates,RI,7,Trampoline,28709,20.78,13.33,596573.02,382690.97,68548.48,1047812.47
152,Albert Einstein,KY,6,Dirt,6656,0.78,3.33,5191.68,22164.48,1641.37,28997.53
160,Alex Trebek,ZZ,9.46,Bamboo,4114,18.5,9.25,76109,38054.5,10799.87,124963.37
165,Thomas J. Watson,LO,9.46,Bamboo,5081,18.5,9.25,93998.5,46999.25,13338.39,154336.14
175,Ada Lovelace,OH,7.14,Tile,27081,1.5,14.3,40621.5,387258.3,30550.62,458430.42
178,Albert Einstein,RI,7,Disco Light Up Panels,21418,40.78,23.33,873426.04,499681.94,96117.56,1469225.54
