OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
4,Charles Darwin,ZZ,9.46,Marble,17963,88.73,34.25,1593856.99,615232.75,208979.89,2418069.63
8,Jean Ichbiah,OH,7.14,Mosaic Tile,14303,18.5,49.25,264605.5,704422.75,69188.62,1038216.87
18,Alex Trebek,OH,7.14,Asphalt,932,10.78,13.33,10046.96,12423.56,1604.4,24074.92
20,Charles Babbage,OH,7.14,Bamboo,10623,18.5,9.25,196525.5,98262.75,21047.88,315836.13
25,Alex Trebek,TN,9.46,Carpet,10505,12.5,6.3,131312.5,66181.5,18682.93,216176.93
35,Grace Murray Hopper,ZZ,9.46,Granite,26120,72.5,29.25,1893700,764010,251419.37,2909129.37
44,Thomas J. Watson,RI,7,Granite,10154,72.5,29.25,736165,297004.5,72321.87,1105491.37
45,Albert Einstein,AK,1.76,Dirt,5327,0.78,3.33,4155.06,17738.91,385.33,22279.3
49,Alex Trebek,ZZ,9.46,Asphalt,6997,10.78,13.33,75427.66,93270.01,15958.8,184656.47
50,Thomas J. Watson,TN,9.46,Disco Light Up Panels,27980,40.78,23.33,1141024.4,652773.4,169693.27,1963491.07
52,Jean Ichbiah,DN,9.46,Bamboo,9182,18.5,9.25,169867,84933.5,24104.13,278904.63
57,Elon Musk,TX,8.19,Wood,1074,12.5,9.25,13425,9934.5,1913.14,25272.64
59,Penn Jillette,KY,6,Laminate,15124,4.5,9.8,68058,148215.2,12976.39,229249.59
67,Jaden Smith,OH,7.14,Laminate,4394,4.5,9.8,19773,43061.2,4486.36,67320.56
75,Albert Einstein,LO,9.46,Wood,10627,12.5,9.25,132837.5,98299.75,21865.58,253002.83
81,Albert Einstein,DN,9.46,Distressed Red Oak,8907,18.57,23.33,165402.99,207800.31,35305.03,408508.33
86,Steve Jobs,LO,9.46,Trampoline,8329,20.78,13.33,173076.62,111025.57,26876.07,310978.26
96,Alex Trebek,AK,1.76,Marble,21536,88.73,34.25,1910889.28,737608,46613.55,2695110.83
104,Grace Murray Hopper,XX,9.46,Tile,3280,1.5,14.3,4920,46904,4902.55,56726.55
107,Albert Einstein,LO,9.46,Carpet,22353,12.5,6.3,279412.5,140823.9,39754.36,459990.76
116,Thomas J. Watson,AK,1.76,Wood,15089,12.5,9.25,188612.5,139573.25,5776.07,333961.82
126,Ada Lovelace,TN,9.46,Bamboo,17512,18.5,9.25,323972,161986,45971.63,531929.63
132,Albert Einstein,TX,8.19,Bamboo,4347,18.5,9.25,80419.5,40209.75,9879.54,130508.79
141,Thomas J. Watson,RI,7,Mosaic Tile,6372,18.5,49.25,117882,313821,30219.21,461922.21
146,Charles Babbage,XX,9.46,Marble,22850,88.73,34.25,2027480.5,782612.5,265834.8,3075927.8
154,Albert Einstein,ZZ,9.46,Bamboo,27537,18.5,9.25,509434.5,254717.25,72288.76,836440.51
158,Grace Murray Hopper,ZZ,9.46,Mosaic Tile,10175,18.5,49.25,188237.5,501118.75,65213.1,754569.35
159,Alex Trebek,RI,7,Wood,19176,12.5,9.25,239700,177378,29195.46,446273.46
