OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Penn Jillette,AK,1.76,Dirt,28111,0.78,3.33,21926.58,93609.63,2033.44,117569.65
8,Jaden Smith,LO,9.46,Marble,14632,88.73,34.25,1298297.36,501146,170227.34,1969670.7
16,Monty Hall,XX,9.46,Granite,13694,72.5,29.25,992815,400549.5,131812.28,1525176.78
17,Bill Gates,LO,9.46,Wood,1301,12.5,9.25,16262.5,12034.25,2676.87,30973.62
25,Monty Hall,II,9.46,Straw,17778,1.8,3.25,32000.4,57778.5,8493.08,98271.98
30,Monty Hall,HI,4.35,Distressed Red Oak,1238,18.57,23.33,22989.66,28882.54,2256.44,54128.64
33,Jean Ichbiah,OH,7.14,Carpet,17620,12.5,6.3,220250,111006,23651.68,354907.68
39,Monty Hall,DN,9.46,Disco Light Up Panels,4059,40.78,23.33,165526.02,94696.47,24617.05,284839.54
40,Jean Ichbiah,AK,1.76,Straw,28896,1.8,3.25,52012.8,93912,2568.28,148493.08
43,Alex Trebek,LO,9.46,Trampoline,26726,20.78,13.33,555366.28,356257.58,86239.62,997863.48
52,Steve Jobs,OH,7.14,Trampoline,26198,20.78,13.33,544394.44,349219.34,63804.02,957417.8
54,Penn Jillette,AK,1.76,Carpet,2650,12.5,6.3,33125,16695,876.83,50696.83
62,Elon Musk,DN,9.46,Straw,14124,1.8,3.25,25423.2,45903,6747.46,78073.66
72,Grace Murray Hopper,HI,4.35,Laminate,17085,4.5,9.8,76882.5,167433,10627.72,254943.22
79,Charles Darwin,RI,7,Mosaic Tile,21830,18.5,49.25,403855,1075127.5,103528.78,1582511.28
87,Steve Jobs,XX,9.46,Carpet,18092,12.5,6.3,226150,113979.6,32176.26,372305.86
88,Charles Darwin,TN,9.46,Granite,20364,72.5,29.25,1476390,595647,196014.7,2268051.7
91,Elon Musk,ZZ,9.46,Trampoline,26629,20.78,13.33,553350.62,354964.57,85926.62,994241.81
96,Jaden Smith,LO,9.46,Wood,21835,12.5,9.25,272937.5,201973.75,44926.6,519837.85
101,Penn Jillette,XX,9.46,Granite,2399,72.5,29.25,173927.5,70170.75,23091.69,267189.94
