OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Elon Musk,ZZ,9.46,Tile,16928,1.5,14.3,25392,242070.4,25301.94,292764.34
15,Steve Jobs,AK,1.76,Granite,9998,72.5,29.25,724855,292441.5,17904.42,1035200.92
16,Penn Jillette,II,9.46,Granite,13689,72.5,29.25,992452.5,400403.25,131764.15,1524619.9
17,Alex Trebek,ZZ,9.46,Granite,7199,72.5,29.25,521927.5,210570.75,69294.33,801792.58
27,Charles Babbage,TX,8.19,Granite,28921,72.5,29.25,2096772.5,845939.25,241008.09,3183719.84
34,Charles Darwin,XX,9.46,Marble,15860,88.73,34.25,1407257.8,543205,184513.78,2134976.58
36,Elon Musk,TN,9.46,Straw,2177,1.8,3.25,3918.6,7075.25,1040.02,12033.87
38,Jean Ichbiah,AK,1.76,Wood,25888,12.5,9.25,323600,239464,9909.93,572973.93
43,Alex Trebek,XX,9.46,Asphalt,20542,10.78,13.33,221442.76,273824.86,46852.32,542119.94
47,Jean Ichbiah,RI,7,Disco Light Up Panels,6888,40.78,23.33,280892.64,160697.04,30911.28,472500.96
48,Monty Hall,DN,9.46,Wood,22337,12.5,9.25,279212.5,206617.25,45959.49,531789.24
49,Charles Darwin,HI,4.35,Mosaic Tile,5883,18.5,49.25,108835.5,289737.75,17337.94,415911.19
50,Thomas J. Watson,HI,4.35,Laminate,8332,4.5,9.8,37494,81653.6,5182.92,124330.52
58,Jean Ichbiah,TN,9.46,Mosaic Tile,27733,18.5,49.25,513060.5,1365850.25,177744.96,2056655.71
61,Jaden Smith,HI,4.35,Laminate,27027,4.5,9.8,121621.5,264864.6,16812.15,403298.25
62,Monty Hall,TX,8.19,Marble,16191,88.73,34.25,1436627.43,554541.75,163076.76,2154245.94
64,Bill Gates,HI,4.35,Trampoline,29382,20.78,13.33,610557.96,391662.06,43596.57,1045816.59
74,Alex Trebek,KY,6,Tile,26090,1.5,14.3,39135,373087,24733.32,436955.32
82,Alex Trebek,II,9.46,Wood,2700,12.5,9.25,33750,24975,5555.39,64280.39
89,Charles Darwin,TX,8.19,Disco Light Up Panels,22484,40.78,23.33,916897.52,524551.72,118054.69,1559503.93
