OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
13,Elon Musk,II,9.46,Bamboo,24119,18.5,9.25,446201.5,223100.75,63315.99,732618.24
21,Penn Jillette,OH,7.14,Marble,9632,88.73,34.25,854647.36,329896,84576.4,1269119.76
29,Jean Ichbiah,HI,4.35,Carpet,15178,12.5,6.3,189725,95621.4,12412.57,297758.97
38,Elon Musk,II,9.46,Granite,2346,72.5,29.25,170085,68620.5,22581.54,261287.04
41,Steve Jobs,OH,7.14,Trampoline,15346,20.78,13.33,318889.88,204562.18,37374.48,560826.54
42,Ada Lovelace,II,9.46,Laminate,6199,4.5,9.8,27895.5,60750.2,8385.88,97031.58
43,Elon Musk,LO,9.46,Tile,27124,1.5,14.3,40686,387873.2,40541.7,469100.9
52,Bill Gates,TX,8.19,Carpet,14330,12.5,6.3,179125,90279,22064.19,291468.19
55,Steve Jobs,HI,4.35,Asphalt,15892,10.78,13.33,171315.76,211840.36,16667.29,399823.41
58,Steve Jobs,DN,9.46,Trampoline,6877,20.78,13.33,142904.06,91670.41,22190.74,256765.21
59,Grace Murray Hopper,AK,1.76,Bamboo,6887,18.5,9.25,127409.5,63704.75,3363.61,194477.86
68,Elon Musk,LO,9.46,Straw,11723,1.8,3.25,21101.4,38099.75,5600.43,64801.58
77,Jaden Smith,II,9.46,Bamboo,16408,18.5,9.25,303548,151774,43073.46,498395.46
82,Charles Darwin,KY,6,Granite,15176,72.5,29.25,1100260,443898,92649.48,1636807.48
86,Ada Lovelace,II,9.46,Tile,27468,1.5,14.3,41202,392792.4,41055.87,475050.27
87,Monty Hall,RI,7,Carpet,5002,12.5,6.3,62525,31512.6,6582.63,100620.23
96,Monty Hall,WY,9.46,Marble,20073,88.73,34.25,1781077.29,687500.25,233527.44,2702104.98
97,Elon Musk,OH,7.14,Marble,2575,88.73,34.25,228479.75,88193.75,22610.49,339283.99
105,Jaden Smith,XX,9.46,Bamboo,7922,18.5,9.25,146557,73278.5,20796.44,240631.94
108,Elon Musk,TN,9.46,Mosaic Tile,5522,18.5,49.25,102157,271958.5,35391.33,409506.83
113,Elon Musk,LO,9.46,Wood,17909,12.5,9.25,223862.5,165658.25,36848.66,426369.41
