OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
10,Jean Ichbiah,LO,9.46,Mosaic Tile,1456,18.5,49.25,26936,71708,9331.72,107975.72
13,Jean Ichbiah,HI,4.35,Granite,13041,72.5,29.25,945472.5,381449.25,57721.1,1384642.85
15,Jean Ichbiah,OH,7.14,Disco Light Up Panels,10566,40.78,23.33,430881.48,246504.78,48365.38,725751.64
25,Monty Hall,XX,9.46,Marble,1641,88.73,34.25,145605.93,56204.25,19091.24,220901.42
26,Monty Hall,AK,1.76,Bamboo,1809,18.5,9.25,33466.5,16733.25,883.52,51083.27
35,Monty Hall,HI,4.35,Asphalt,14183,10.78,13.33,152892.74,189059.39,14874.92,356827.05
38,Ada Lovelace,KY,6,Trampoline,16834,20.78,13.33,349810.52,224397.22,34452.46,608660.2
46,Charles Darwin,WY,9.46,Trampoline,3208,20.78,13.33,66662.24,42762.64,10351.59,119776.47
52,Jaden Smith,ZZ,9.46,Dirt,21228,0.78,3.33,16557.84,70689.24,8253.57,95500.65
57,Alex Trebek,ZZ,9.46,Mosaic Tile,7008,18.5,49.25,129648,345144,44915.32,519707.32
65,Penn Jillette,ZZ,9.46,Trampoline,16010,20.78,13.33,332687.8,213413.3,51661.16,597762.26
67,Alex Trebek,TX,8.19,Tile,18035,1.5,14.3,27052.5,257900.5,23337.65,308290.65
75,Ada Lovelace,LO,9.46,Straw,17755,1.8,3.25,31959,57703.75,8482.1,98144.85
81,Alex Trebek,HI,4.35,Trampoline,28734,20.78,13.33,597092.52,383024.22,42635.08,1022751.82
87,Ada Lovelace,II,9.46,Bamboo,13431,18.5,9.25,248473.5,124236.75,35258.39,407968.64
88,Grace Murray Hopper,WY,9.46,Marble,29298,88.73,34.25,2599611.54,1003456.5,340850.24,3943918.28
94,Albert Einstein,AK,1.76,Trampoline,17657,20.78,13.33,366912.46,235367.81,10600.13,612880.4
96,Charles Babbage,OH,7.14,Straw,27643,1.8,3.25,49757.4,89839.75,9967.24,149564.39
106,Jean Ichbiah,II,9.46,Straw,20759,1.8,3.25,37366.2,67466.75,9917.2,114750.15
112,Grace Murray Hopper,ZZ,9.46,Carpet,4916,12.5,6.3,61450,30970.8,8743.01,101163.81
117,Jaden Smith,ZZ,9.46,Mosaic Tile,5000,18.5,49.25,92500,246250,32045.75,370795.75
120,Thomas J. Watson,HI,4.35,Distressed Red Oak,1103,18.57,23.33,20482.71,25732.99,2010.38,48226.08
130,Charles Darwin,II,9.46,Granite,19768,72.5,29.25,1433180,578214,190277.87,2201671.87
133,Grace Murray Hopper,AK,1.76,Laminate,16056,4.5,9.8,72252,157348.8,4040.97,233641.77
139,Charles Babbage,AK,1.76,Distressed Red Oak,22065,18.57,23.33,409747.05,514776.45,16271.61,940795.11
140,Bill Gates,WY,9.46,Distressed Red Oak,8566,18.57,23.33,159070.62,199844.78,33953.4,392868.8
150,Jean Ichbiah,HI,4.35,Carpet,10685,12.5,6.3,133562.5,67315.5,8738.19,209616.19
153,Albert Einstein,WY,9.46,Laminate,20043,4.5,9.8,90193.5,196421.4,27113.77,313728.67
157,Ada Lovelace,RI,7,Mosaic Tile,4239,18.5,49.25,78421.5,208770.75,20103.46,307295.71
159,Monty Hall,OH,7.14,Mosaic Tile,21571,18.5,49.25,399063.5,1062371.75,104346.48,1565781.73
163,Monty Hall,LO,9.46,Mosaic Tile,28322,18.5,49.25,523957,1394858.5,181519.95,2100335.45
171,Albert Einstein,DN,9.46,Trampoline,11372,20.78,13.33,236310.16,151588.76,36695.24,424594.16
175,Charles Darwin,DN,9.46,Disco Light Up Panels,25592,40.78,23.33,1043641.76,597061.36,155210.52,1795913.64
183,Charles Babbage,LO,9.46,Carpet,18573,12.5,6.3,232162.5,117009.9,33031.71,382204.11
190,Charles Darwin,XX,9.46,Straw,24648,1.8,3.25,44366.4,80106,11775.09,136247.49
198,Penn Jillette,HI,4.35,Carpet,2860,12.5,6.3,35750,18018,2338.91,56106.91
