OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
13,Jaden Smith,KY,6,Trampoline,23145,20.78,13.33,480953.1,308522.85,47368.56,836844.51
14,Bill Gates,ZZ,9.46,Tile,9495,1.5,14.3,14242.5,135778.5,14191.99,164212.99
24,Ada Lovelace,XX,9.46,Bamboo,24908,18.5,9.25,460798,230399,65387.24,756584.24
31,Charles Darwin,XX,9.46,Trampoline,13331,20.78,13.33,277018.18,177702.23,43016.55,497736.96
37,Jean Ichbiah,HI,4.35,Laminate,23877,4.5,9.8,107446.5,233994.6,14852.69,356293.79
47,Charles Babbage,KY,6,Wood,9160,12.5,9.25,114500,84730,11953.8,211183.8
54,Steve Jobs,XX,9.46,Carpet,10886,12.5,6.3,136075,68581.8,19360.53,224017.33
58,Jean Ichbiah,XX,9.46,Asphalt,26966,10.78,13.33,290693.48,359456.78,61504.21,711654.47
67,Penn Jillette,HI,4.35,Tile,13666,1.5,14.3,20499,195423.8,9392.64,225315.44
68,Ada Lovelace,HI,4.35,Tile,5774,1.5,14.3,8661,82568.2,3968.47,95197.67
70,Jean Ichbiah,RI,7,Wood,8102,12.5,9.25,101275,74943.5,12335.3,188553.8
78,Charles Darwin,WY,9.46,Laminate,28454,4.5,9.8,128043,278849.2,38492,445384.2
88,Alex Trebek,TX,8.19,Tile,12171,1.5,14.3,18256.5,174045.3,15749.52,208051.32
98,Jaden Smith,XX,9.46,Tile,8787,1.5,14.3,13180.5,125654.1,13133.75,151968.35
104,Penn Jillette,XX,9.46,Disco Light Up Panels,29339,40.78,23.33,1196444.42,684478.87,177935.34,2058858.63
111,Charles Babbage,RI,7,Laminate,9818,4.5,9.8,44181,96216.4,9827.82,150225.22
116,Monty Hall,II,9.46,Distressed Red Oak,5087,18.57,23.33,94465.59,118679.71,20163.55,233308.85
118,Penn Jillette,ZZ,9.46,Asphalt,4558,10.78,13.33,49135.24,60758.14,10395.91,120289.29
126,Jean Ichbiah,LO,9.46,Dirt,8721,0.78,3.33,6802.38,29040.93,3390.78,39234.09
135,Grace Murray Hopper,DN,9.46,Marble,14046,88.73,34.25,1246301.58,481075.5,163409.87,1890786.95
136,Grace Murray Hopper,WY,9.46,Trampoline,11508,20.78,13.33,239136.24,153401.64,37134.08,429671.96
146,Jean Ichbiah,WY,9.46,Distressed Red Oak,24043,18.57,23.33,446478.51,560923.19,95300.2,1102701.9
155,Jean Ichbiah,TN,9.46,Distressed Red Oak,478,18.57,23.33,8876.46,11151.74,1894.67,21922.87
157,Jaden Smith,DN,9.46,Dirt,823,0.78,3.33,641.94,2740.59,319.99,3702.52
161,Grace Murray Hopper,OH,7.14,Disco Light Up Panels,6003,40.78,23.33,244802.34,140049.99,27478.46,412330.79
170,Bill Gates,ZZ,9.46,Laminate,29532,4.5,9.8,132894,289413.6,39950.3,462257.9
172,Charles Babbage,RI,7,Marble,29507,88.73,34.25,2618156.11,1010614.75,254013.96,3882784.82
176,Charles Darwin,KY,6,Dirt,24608,0.78,3.33,19194.24,81944.64,6068.33,107207.21
177,Grace Murray Hopper,XX,9.46,Wood,3507,12.5,9.25,43837.5,32439.75,7215.83,83493.08
187,Monty Hall,WY,9.46,Trampoline,11865,20.78,13.33,246554.7,158160.45,38286.05,443001.2
192,Albert Einstein,LO,9.46,Bamboo,2838,18.5,9.25,52503,26251.5,7450.18,86204.68
195,Penn Jillette,XX,9.46,Mosaic Tile,22785,18.5,49.25,421522.5,1122161.25,146032.48,1689716.23
197,Jean Ichbiah,LO,9.46,Granite,10922,72.5,29.25,791845,319468.5,105130.26,1216443.76
198,Jaden Smith,HI,4.35,Trampoline,24413,20.78,13.33,507302.14,325425.29,36223.64,868951.07
203,Charles Darwin,XX,9.46,Wood,7137,12.5,9.25,89212.5,66017.25,14684.73,169914.48
207,Charles Babbage,XX,9.46,Distressed Red Oak,26728,18.57,23.33,496338.96,623564.24,105942.84,1225846.04
213,Charles Darwin,LO,9.46,Granite,12354,72.5,29.25,895665,361354.5,118914.04,1375933.54
