OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Monty Hall,OH,7.14,Granite,24556,72.5,29.25,1780310,718263,178398.11,2676971.11
15,Alex Trebek,AK,1.76,Trampoline,23156,20.78,13.33,481181.68,308669.48,13901.38,803752.54
21,Penn Jillette,KY,6,Tile,1816,1.5,14.3,2724,25968.8,1721.57,30414.37
26,Steve Jobs,LO,9.46,Disco Light Up Panels,19591,40.78,23.33,798920.98,457058.03,118815.61,1374794.62
32,Albert Einstein,OH,7.14,Trampoline,3748,20.78,13.33,77883.44,49960.84,9128.08,136972.36
39,Monty Hall,XX,9.46,Dirt,4297,0.78,3.33,3351.66,14309.01,1670.7,19331.37
46,Albert Einstein,KY,6,Granite,7041,72.5,29.25,510472.5,205949.25,42985.31,759407.06
50,Charles Babbage,XX,9.46,Marble,22323,88.73,34.25,1980719.79,764562.75,259703.73,3004986.27
52,Steve Jobs,TN,9.46,Marble,790,88.73,34.25,70096.7,27057.5,9190.79,106344.99
61,Jean Ichbiah,II,9.46,Laminate,26458,4.5,9.8,119061,259288.4,35791.85,414141.25
64,Steve Jobs,OH,7.14,Asphalt,3719,10.78,13.33,40090.82,49574.27,6402.09,96067.18
69,Charles Darwin,DN,9.46,Dirt,15053,0.78,3.33,11741.34,50126.49,5852.7,67720.53
74,Albert Einstein,RI,7,Dirt,12974,0.78,3.33,10119.72,43203.42,3732.62,57055.76
75,Alex Trebek,RI,7,Asphalt,16729,10.78,13.33,180338.62,222997.57,28233.53,431569.72
85,Alex Trebek,AK,1.76,Bamboo,24160,18.5,9.25,446960,223480,11799.74,682239.74
93,Elon Musk,OH,7.14,Mosaic Tile,2362,18.5,49.25,43697,116328.5,11425.82,171451.32
103,Steve Jobs,AK,1.76,Carpet,25820,12.5,6.3,322750,162666,8543.32,493959.32
110,Steve Jobs,KY,6,Carpet,26088,12.5,6.3,326100,164354.4,29427.26,519881.66
112,Ada Lovelace,TN,9.46,Granite,1294,72.5,29.25,93815,37849.5,12455.46,144119.96
117,Charles Babbage,KY,6,Bamboo,28969,18.5,9.25,535926.5,267963.25,48233.39,852123.14
120,Jean Ichbiah,KY,6,Marble,28486,88.73,34.25,2527562.78,975645.5,210192.5,3713400.78
130,Ada Lovelace,XX,9.46,Dirt,22326,0.78,3.33,17414.28,74345.58,8680.48,100440.34
140,Elon Musk,TX,8.19,Granite,7639,72.5,29.25,553827.5,223440.75,63658.27,840926.52
