OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Grace Murray Hopper,KY,6,Granite,13797,72.5,29.25,1000282.5,403562.25,84230.69,1488075.44
12,Charles Darwin,TN,9.46,Dirt,23747,0.78,3.33,18522.66,79077.51,9232.98,106833.15
13,Steve Jobs,ZZ,9.46,Disco Light Up Panels,29213,40.78,23.33,1191306.14,681539.29,177171.18,2050016.61
19,Grace Murray Hopper,RI,7,Mosaic Tile,207,18.5,49.25,3829.5,10194.75,981.7,15005.95
28,Albert Einstein,TX,8.19,Tile,9255,1.5,14.3,13882.5,132346.5,11976.16,158205.16
30,Elon Musk,OH,7.14,Marble,11718,88.73,34.25,1039738.14,401341.5,102893.09,1543972.73
34,Monty Hall,HI,4.35,Wood,23735,12.5,9.25,296687.5,219548.75,22456.28,538692.53
44,Elon Musk,RI,7,Tile,8908,1.5,14.3,13362,127384.4,9852.25,150598.65
45,Albert Einstein,DN,9.46,Trampoline,25765,20.78,13.33,535396.7,343447.45,83138.66,961982.81
52,Steve Jobs,XX,9.46,Bamboo,16224,18.5,9.25,300144,150072,42590.43,492806.43
53,Jean Ichbiah,TN,9.46,Dirt,16540,0.78,3.33,12901.2,55078.2,6430.85,74410.25
59,Penn Jillette,OH,7.14,Laminate,13439,4.5,9.8,60475.5,131702.2,13721.49,205899.19
68,Steve Jobs,HI,4.35,Asphalt,7777,10.78,13.33,83836.06,103667.41,8156.4,195659.87
70,Jaden Smith,LO,9.46,Distressed Red Oak,1520,18.57,23.33,28226.4,35461.6,6024.88,69712.88
73,Charles Babbage,LO,9.46,Wood,20533,12.5,9.25,256662.5,189930.25,42247.67,488840.42
81,Jean Ichbiah,LO,9.46,Trampoline,29644,20.78,13.33,616002.32,395154.52,95655.44,1106812.28
90,Monty Hall,KY,6,Tile,19450,1.5,14.3,29175,278135,18438.6,325748.6
94,Grace Murray Hopper,DN,9.46,Asphalt,26524,10.78,13.33,285928.72,353564.92,60496.1,699989.74
103,Penn Jillette,AK,1.76,Bamboo,12016,18.5,9.25,222296,111148,5868.61,339312.61
111,Bill Gates,ZZ,9.46,Tile,11520,1.5,14.3,17280,164736,17218.71,199234.71
116,Steve Jobs,KY,6,Mosaic Tile,9349,18.5,49.25,172956.5,460438.25,38003.69,671398.44
126,Bill Gates,TN,9.46,Mosaic Tile,1174,18.5,49.25,21719,57819.5,7524.34,87062.84
130,Jean Ichbiah,KY,6,Tile,19464,1.5,14.3,29196,278335.2,18451.87,325983.07
