OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
4,Steve Jobs,ZZ,9.46,Laminate,14441,4.5,9.8,64984.5,141521.8,19535.5,226041.8
5,Thomas J. Watson,KY,6,Dirt,1526,0.78,3.33,1190.28,5081.58,376.31,6648.17
7,Alex Trebek,II,9.46,Granite,29548,72.5,29.25,2142230,864279,284415.75,3290924.75
15,Charles Darwin,OH,7.14,Mosaic Tile,11300,18.5,49.25,209050,556525,54662.06,820237.06
20,Alex Trebek,KY,6,Marble,11863,88.73,34.25,1052603.99,406307.75,87534.7,1546446.44
29,Charles Darwin,OH,7.14,Asphalt,1799,10.78,13.33,19393.22,23980.67,3096.9,46470.79
35,Grace Murray Hopper,RI,7,Asphalt,23379,10.78,13.33,252025.62,311642.07,39456.74,603124.43
44,Jean Ichbiah,WY,9.46,Dirt,1361,0.78,3.33,1061.58,4532.13,529.16,6122.87
53,Bill Gates,DN,9.46,Laminate,9346,4.5,9.8,42057,91590.8,12643.08,146290.88
54,Penn Jillette,OH,7.14,Tile,21052,1.5,14.3,31578,301043.6,23749.18,356370.78
55,Jaden Smith,KY,6,Bamboo,25298,18.5,9.25,468013,234006.5,42121.17,744140.67
56,Alex Trebek,HI,4.35,Dirt,24560,0.78,3.33,19156.8,81784.8,4390.96,105332.56
61,Charles Darwin,KY,6,Asphalt,12706,10.78,13.33,136970.68,169370.98,18380.5,324722.16
69,Penn Jillette,AK,1.76,Distressed Red Oak,13793,18.57,23.33,256136.01,321790.69,10171.51,588098.21
78,Jaden Smith,DN,9.46,Distressed Red Oak,25048,18.57,23.33,465141.36,584369.84,99283.76,1148794.96
87,Charles Babbage,AK,1.76,Tile,26643,1.5,14.3,39964.5,380994.9,7408.89,428368.29
90,Monty Hall,OH,7.14,Trampoline,19401,20.78,13.33,403152.78,258615.33,47250.24,709018.35
99,Ada Lovelace,AK,1.76,Straw,19175,1.8,3.25,34515,62318.75,1704.27,98538.02
100,Ada Lovelace,RI,7,Dirt,13196,0.78,3.33,10292.88,43942.68,3796.49,58032.05
110,Albert Einstein,AK,1.76,Trampoline,19992,20.78,13.33,415433.76,266493.36,12001.92,693929.04
117,Albert Einstein,TX,8.19,Asphalt,26547,10.78,13.33,286176.66,353871.51,52419.95,692468.12
124,Monty Hall,XX,9.46,Distressed Red Oak,20135,18.57,23.33,373906.95,469749.55,79809.9,923466.4
128,Albert Einstein,OH,7.14,Carpet,2673,12.5,6.3,33412.5,16839.9,3588.02,53840.42
129,Monty Hall,KY,6,Laminate,27071,4.5,9.8,121819.5,265295.8,23226.92,410342.22
139,Bill Gates,XX,9.46,Granite,5991,72.5,29.25,434347.5,175236.75,57666.67,667250.92
148,Thomas J. Watson,II,9.46,Asphalt,2226,10.78,13.33,23996.28,29672.58,5077.07,58745.93
152,Albert Einstein,RI,7,Disco Light Up Panels,26745,40.78,23.33,1090661.1,623960.85,120023.54,1834645.49
158,Bill Gates,TN,9.46,Mosaic Tile,9193,18.5,49.25,170070.5,452755.25,58919.32,681745.07
167,Thomas J. Watson,XX,9.46,Distressed Red Oak,21221,18.57,23.33,394073.97,495085.93,84114.53,973274.43
169,Steve Jobs,OH,7.14,Disco Light Up Panels,27005,40.78,23.33,1101263.9,630026.65,123614.15,1854904.7
175,Monty Hall,OH,7.14,Laminate,4387,4.5,9.8,19741.5,42992.6,4479.21,67213.31
180,Thomas J. Watson,XX,9.46,Bamboo,5442,18.5,9.25,100677,50338.5,14286.07,165301.57
