OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Jaden Smith,ZZ,9.46,Disco Light Up Panels,6197,40.78,23.33,252713.66,144576.01,37583.6,434873.27
11,Bill Gates,TN,9.46,Distressed Red Oak,28442,18.57,23.33,528167.94,663551.86,112736.69,1304456.49
14,Jean Ichbiah,DN,9.46,Laminate,2351,4.5,9.8,10579.5,23039.8,3180.39,36799.69
19,Albert Einstein,TX,8.19,Carpet,5844,12.5,6.3,73050,36817.2,8998.12,118865.32
22,Grace Murray Hopper,WY,9.46,Laminate,4393,4.5,9.8,19768.5,43051.4,5942.76,68762.66
31,Jaden Smith,ZZ,9.46,Distressed Red Oak,13449,18.57,23.33,249747.93,313765.17,53308.34,616821.44
40,Thomas J. Watson,DN,9.46,Wood,23885,12.5,9.25,298562.5,220936.25,49144.58,568643.33
47,Bill Gates,II,9.46,Disco Light Up Panels,13772,40.78,23.33,561622.16,321300.76,83524.51,966447.43
49,Grace Murray Hopper,WY,9.46,Laminate,26877,4.5,9.8,120946.5,263394.6,36358.67,420699.77
55,Penn Jillette,TX,8.19,Tile,17079,1.5,14.3,25618.5,244229.7,22100.57,291948.77
65,Monty Hall,XX,9.46,Laminate,4753,4.5,9.8,21388.5,46579.4,6429.76,74397.66
69,Alex Trebek,TX,8.19,Granite,8322,72.5,29.25,603345,243418.5,69349.93,916113.43
71,Thomas J. Watson,HI,4.35,Asphalt,26453,10.78,13.33,285163.34,352618.49,27743.51,665525.34
72,Charles Babbage,TN,9.46,Trampoline,27911,20.78,13.33,579990.58,372053.63,90063.38,1042107.59
78,Penn Jillette,ZZ,9.46,Trampoline,13230,20.78,13.33,274919.4,176355.9,42690.64,493965.94
86,Elon Musk,WY,9.46,Marble,2337,88.73,34.25,207362.01,80042.25,27188.44,314592.7
92,Thomas J. Watson,XX,9.46,Granite,12835,72.5,29.25,930537.5,375423.75,123543.93,1429505.18
99,Charles Darwin,LO,9.46,Mosaic Tile,28643,18.5,49.25,529895.5,1410667.75,183577.28,2124140.53
107,Elon Musk,WY,9.46,Marble,4810,88.73,34.25,426791.3,164742.5,55959.1,647492.9
115,Ada Lovelace,TX,8.19,Disco Light Up Panels,18117,40.78,23.33,738811.26,422669.61,95125.28,1256606.15
120,Elon Musk,ZZ,9.46,Trampoline,18394,20.78,13.33,382227.32,245192.02,59353.87,686773.21
127,Jean Ichbiah,TX,8.19,Trampoline,10736,20.78,13.33,223094.08,143110.88,29992.19,396197.15
129,Elon Musk,XX,9.46,Marble,3625,88.73,34.25,321646.25,124156.25,42172.92,487975.42
134,Alex Trebek,ZZ,9.46,Granite,29670,72.5,29.25,2151075,867847.5,285590.07,3304512.57
143,Charles Babbage,TN,9.46,Trampoline,15483,20.78,13.33,321736.74,206388.39,49960.64,578085.77
144,Jaden Smith,WY,9.46,Bamboo,28916,18.5,9.25,534946,267473,75908.84,878327.84
148,Jean Ichbiah,HI,4.35,Laminate,17682,4.5,9.8,79569,173283.6,10999.09,263851.69
