OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
9,Elon Musk,TX,8.19,Asphalt,732,10.78,13.33,7890.96,9757.56,1445.41,19093.93
19,Thomas J. Watson,TX,8.19,Granite,8632,72.5,29.25,625820,252486,71933.26,950239.26
27,Charles Darwin,LO,9.46,Distressed Red Oak,12507,18.57,23.33,232254.99,291788.31,49574.5,573617.8
35,Jaden Smith,OH,7.14,Laminate,19922,4.5,9.8,89649,195235.6,20340.76,305225.36
45,Albert Einstein,XX,9.46,Asphalt,4451,10.78,13.33,47981.78,59331.83,10151.87,117465.48
51,Grace Murray Hopper,OH,7.14,Disco Light Up Panels,8018,40.78,23.33,326974.04,187059.94,36702.03,550736.01
53,Alex Trebek,OH,7.14,Carpet,27045,12.5,6.3,338062.5,170383.5,36303.04,544749.04
54,Jaden Smith,XX,9.46,Marble,11497,88.73,34.25,1020128.81,393772.25,133755.04,1547656.1
60,Monty Hall,TX,8.19,Marble,18864,88.73,34.25,1673802.72,646092,189999.38,2509894.1
69,Charles Babbage,XX,9.46,Mosaic Tile,28130,18.5,49.25,520405,1385402.5,180289.39,2086096.89
73,Bill Gates,AK,1.76,Disco Light Up Panels,24377,40.78,23.33,994094.06,568715.41,27505.45,1590314.92
77,Jean Ichbiah,DN,9.46,Carpet,22756,12.5,6.3,284450,143362.8,40471.09,468283.89
79,Monty Hall,LO,9.46,Straw,2101,1.8,3.25,3781.8,6828.25,1003.71,11613.76
82,Elon Musk,II,9.46,Asphalt,10159,10.78,13.33,109514.02,135419.47,23170.71,268104.2
84,Alex Trebek,RI,7,Trampoline,29858,20.78,13.33,620449.24,398007.14,71291.95,1089748.33
88,Jean Ichbiah,AK,1.76,Laminate,1591,4.5,9.8,7159.5,15591.8,400.42,23151.72
91,Ada Lovelace,WY,9.46,Dirt,28997,0.78,3.33,22617.66,96560.01,11274.21,130451.88
97,Albert Einstein,DN,9.46,Tile,4104,1.5,14.3,6156,58687.2,6134.17,70977.37
103,Alex Trebek,RI,7,Distressed Red Oak,1347,18.57,23.33,25013.79,31425.51,3950.75,60390.05
107,Thomas J. Watson,LO,9.46,Carpet,18977,12.5,6.3,237212.5,119555.1,33750.21,390517.81
117,Steve Jobs,WY,9.46,Dirt,3664,0.78,3.33,2857.92,12201.12,1424.59,16483.63
127,Albert Einstein,AK,1.76,Distressed Red Oak,10722,18.57,23.33,199107.54,250144.26,7906.83,457158.63
128,Steve Jobs,II,9.46,Laminate,11377,4.5,9.8,51196.5,111494.6,15390.58,178081.68
132,Grace Murray Hopper,OH,7.14,Laminate,5933,4.5,9.8,26698.5,58143.4,6057.71,90899.61
137,Monty Hall,WY,9.46,Distressed Red Oak,22177,18.57,23.33,411826.89,517389.41,87903.86,1017120.16
138,Charles Darwin,DN,9.46,Marble,21194,88.73,34.25,1880543.62,725894.5,246569.05,2853007.17
145,Charles Darwin,XX,9.46,Dirt,8946,0.78,3.33,6977.88,29790.18,3478.26,40246.32
