OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
8,Jean Ichbiah,KY,6,Wood,4951,12.5,9.25,61887.5,45796.75,6461.06,114145.31
11,Alex Trebek,HI,4.35,Dirt,14979,0.78,3.33,11683.62,49880.07,2678.02,64241.71
21,Charles Babbage,II,9.46,Asphalt,29892,10.78,13.33,322235.76,398460.36,68177.85,788873.97
31,Alex Trebek,ZZ,9.46,Dirt,22417,0.78,3.33,17485.26,74648.61,8715.86,100849.73
35,Monty Hall,OH,7.14,Carpet,5817,12.5,6.3,72712.5,36647.1,7808.28,117167.88
36,Jean Ichbiah,KY,6,Mosaic Tile,20640,18.5,49.25,381840,1016520,83901.6,1482261.6
37,Charles Darwin,WY,9.46,Marble,27709,88.73,34.25,2458619.57,949033.25,322363.96,3730016.78
42,Bill Gates,WY,9.46,Marble,18451,88.73,34.25,1637157.23,631946.75,214657.24,2483761.22
43,Monty Hall,LO,9.46,Disco Light Up Panels,11463,40.78,23.33,467461.14,267431.79,69520.87,804413.8
47,Penn Jillette,OH,7.14,Laminate,21129,4.5,9.8,95080.5,207064.2,21573.13,323717.83
50,Charles Darwin,KY,6,Trampoline,18381,20.78,13.33,381957.18,245018.73,37618.55,664594.46
51,Jaden Smith,LO,9.46,Asphalt,25888,10.78,13.33,279072.64,345087.04,59045.51,683205.19
58,Jaden Smith,RI,7,Straw,5204,1.8,3.25,9367.2,16913,1839.61,28119.81
59,Grace Murray Hopper,II,9.46,Distressed Red Oak,11963,18.57,23.33,222152.91,279096.79,47418.22,548667.92
66,Alex Trebek,TN,9.46,Marble,26503,88.73,34.25,2351611.19,907727.75,308333.46,3567672.4
73,Grace Murray Hopper,OH,7.14,Wood,3093,12.5,9.25,38662.5,28610.25,4803.27,72076.02
76,Penn Jillette,TN,9.46,Mosaic Tile,8171,18.5,49.25,151163.5,402421.75,52369.16,605954.41
81,Ada Lovelace,TX,8.19,Straw,3826,1.8,3.25,6886.8,12434.5,1582.41,20903.71
85,Charles Darwin,DN,9.46,Bamboo,1883,18.5,9.25,34835.5,17417.75,4943.16,57196.41
87,Alex Trebek,TX,8.19,Tile,2757,1.5,14.3,4135.5,39425.1,3567.61,47128.21
88,Penn Jillette,ZZ,9.46,Disco Light Up Panels,7200,40.78,23.33,293616,167976,43666.6,505258.6
89,Elon Musk,DN,9.46,Mosaic Tile,10796,18.5,49.25,199726,531703,69193.18,800622.18
91,Penn Jillette,LO,9.46,Trampoline,15251,20.78,13.33,316915.78,203295.83,49212.02,569423.63
96,Bill Gates,OH,7.14,Disco Light Up Panels,27889,40.78,23.33,1137313.42,650650.37,127660.61,1915624.4
