OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Albert Einstein,ZZ,9.46,Granite,1934,72.5,29.25,140215,56569.5,18615.81,215400.31
10,Steve Jobs,AK,1.76,Straw,9938,1.8,3.25,17888.4,32298.5,883.29,51070.19
17,Albert Einstein,XX,9.46,Disco Light Up Panels,21481,40.78,23.33,875995.18,501151.73,130278.1,1507425.01
19,Monty Hall,TX,8.19,Mosaic Tile,13663,18.5,49.25,252765.5,672902.75,75812.23,1001480.48
21,Thomas J. Watson,TX,8.19,Mosaic Tile,28616,18.5,49.25,529396,1409338,158782.31,2097516.31
29,Elon Musk,XX,9.46,Laminate,11855,4.5,9.8,53347.5,116179,16037.21,185563.71
34,Penn Jillette,RI,7,Straw,11767,1.8,3.25,21180.6,38242.75,4159.63,63582.98
36,Charles Babbage,II,9.46,Wood,19502,12.5,9.25,243775,180393.5,40126.34,464294.84
41,Elon Musk,LO,9.46,Carpet,28598,12.5,6.3,357475,180167.4,50860.97,588503.37
47,Bill Gates,DN,9.46,Wood,8876,12.5,9.25,110950,82103,18262.81,211315.81
55,Albert Einstein,DN,9.46,Mosaic Tile,25279,18.5,49.25,467661.5,1244990.75,162016.9,1874669.15
59,Steve Jobs,II,9.46,Straw,10157,1.8,3.25,18282.6,33010.25,4852.3,56145.15
60,Steve Jobs,WY,9.46,Disco Light Up Panels,1682,40.78,23.33,68591.96,39241.06,10201,118034.02
62,Albert Einstein,ZZ,9.46,Marble,25231,88.73,34.25,2238746.63,864161.75,293535.13,3396443.51
65,Monty Hall,II,9.46,Mosaic Tile,16734,18.5,49.25,309579,824149.5,107250.72,1240979.22
74,Charles Babbage,TX,8.19,Trampoline,26276,20.78,13.33,546015.28,350259.08,73404.87,969679.23
84,Grace Murray Hopper,DN,9.46,Asphalt,21737,10.78,13.33,234324.86,289754.21,49577.88,573656.95
89,Charles Darwin,AK,1.76,Trampoline,12023,20.78,13.33,249837.94,160266.59,7217.84,417322.37
98,Penn Jillette,KY,6,Bamboo,26821,18.5,9.25,496188.5,248094.25,44656.97,788939.72
106,Thomas J. Watson,HI,4.35,Mosaic Tile,28042,18.5,49.25,518777,1381068.5,82643.28,1982488.78
108,Bill Gates,XX,9.46,Granite,23081,72.5,29.25,1673372.5,675119.25,222167.32,2570659.07
114,Monty Hall,II,9.46,Bamboo,27465,18.5,9.25,508102.5,254051.25,72099.74,834253.49
119,Alex Trebek,RI,7,Dirt,25297,0.78,3.33,19731.66,84239.01,7277.95,111248.62
121,Steve Jobs,WY,9.46,Tile,13073,1.5,14.3,19609.5,186943.9,19539.95,226093.35
124,Alex Trebek,TN,9.46,Mosaic Tile,442,18.5,49.25,8177,21768.5,2832.84,32778.34
127,Jaden Smith,KY,6,Wood,22303,12.5,9.25,278787.5,206302.75,29105.42,514195.67
129,Bill Gates,OH,7.14,Marble,7189,88.73,34.25,637879.97,246223.25,63124.97,947228.19
