OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
12,Jean Ichbiah,AK,1.76,Granite,3308,72.5,29.25,239830,96759,5923.97,342512.97
16,Steve Jobs,WY,9.46,Wood,5071,12.5,9.25,63387.5,46906.75,10433.84,120728.09
21,Monty Hall,II,9.46,Trampoline,24514,20.78,13.33,509400.92,326771.62,79101.92,915274.46
25,Jean Ichbiah,TN,9.46,Marble,20045,88.73,34.25,1778592.85,686541.25,233201.69,2698335.79
28,Jean Ichbiah,ZZ,9.46,Straw,21974,1.8,3.25,39553.2,71415.5,10497.64,121466.34
36,Thomas J. Watson,RI,7,Laminate,25823,4.5,9.8,116203.5,253065.4,25848.82,395117.72
46,Thomas J. Watson,WY,9.46,Bamboo,12970,18.5,9.25,239945,119972.5,34048.2,393965.7
47,Charles Darwin,RI,7,Asphalt,24385,10.78,13.33,262870.3,325052.05,41154.56,629076.91
50,Thomas J. Watson,XX,9.46,Bamboo,10358,18.5,9.25,191623,95811.5,27191.3,314625.8
59,Thomas J. Watson,HI,4.35,Bamboo,5503,18.5,9.25,101805.5,50902.75,6642.81,159351.06
65,Penn Jillette,ZZ,9.46,Laminate,8877,4.5,9.8,39946.5,86994.6,12008.63,138949.73
68,Monty Hall,TX,8.19,Dirt,22543,0.78,3.33,17583.54,75068.19,7588.18,100239.91
75,Penn Jillette,TN,9.46,Asphalt,9880,10.78,13.33,106506.4,131700.4,22534.36,260741.16
79,Monty Hall,OH,7.14,Granite,10910,72.5,29.25,790975,319117.5,79260.6,1189353.1
88,Ada Lovelace,OH,7.14,Mosaic Tile,8328,18.5,49.25,154068,410154,40285.45,604507.45
96,Thomas J. Watson,AK,1.76,Trampoline,29344,20.78,13.33,609768.32,391155.52,17616.26,1018540.1
104,Jean Ichbiah,DN,9.46,Dirt,17086,0.78,3.33,13327.08,56896.38,6643.14,76866.6
114,Elon Musk,LO,9.46,Straw,24920,1.8,3.25,44856,80990,11905.03,137751.03
121,Jean Ichbiah,OH,7.14,Granite,3795,72.5,29.25,275137.5,111003.75,27570.49,413711.74
122,Ada Lovelace,TX,8.19,Bamboo,8342,18.5,9.25,154327,77163.5,18959.07,250449.57
129,Albert Einstein,KY,6,Laminate,27100,4.5,9.8,121950,265580,23251.8,410781.8
131,Grace Murray Hopper,ZZ,9.46,Disco Light Up Panels,3442,40.78,23.33,140364.76,80301.86,20875.06,241541.68
134,Penn Jillette,ZZ,9.46,Dirt,13531,0.78,3.33,10554.18,45058.23,5260.93,60873.34
140,Ada Lovelace,RI,7,Bamboo,19022,18.5,9.25,351907,175953.5,36950.24,564810.74
143,Charles Babbage,RI,7,Granite,19707,72.5,29.25,1428757.5,576429.75,140363.11,2145550.36
146,Ada Lovelace,II,9.46,Carpet,287,12.5,6.3,3587.5,1808.1,510.42,5906.02
150,Jean Ichbiah,II,9.46,Carpet,14678,12.5,6.3,183475,92471.4,26104.53,302050.93
158,Charles Darwin,ZZ,9.46,Trampoline,2880,20.78,13.33,59846.4,38390.4,9293.2,107530
159,Charles Babbage,LO,9.46,Straw,972,1.8,3.25,1749.6,3159,464.35,5372.95
