OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
9,Thomas J. Watson,II,9.46,Dirt,28320,0.78,3.33,22089.6,94305.6,11010.99,127406.19
12,Thomas J. Watson,HI,4.35,Wood,17857,12.5,9.25,223212.5,165177.25,16894.95,405284.7
20,Penn Jillette,AK,1.76,Mosaic Tile,24660,18.5,49.25,456210,1214505,29404.58,1700119.58
23,Steve Jobs,HI,4.35,Bamboo,276,18.5,9.25,5106,2553,333.17,7992.17
24,Penn Jillette,TX,8.19,Distressed Red Oak,24126,18.57,23.33,448019.82,562859.58,82791.02,1093670.42
25,Albert Einstein,WY,9.46,Marble,6793,88.73,34.25,602742.89,232660.25,79029.14,914432.28
26,Bill Gates,II,9.46,Granite,9362,72.5,29.25,678745,273838.5,90114.4,1042697.9
27,Elon Musk,KY,6,Asphalt,6441,10.78,13.33,69433.98,85858.53,9317.55,164610.06
36,Thomas J. Watson,TN,9.46,Trampoline,9473,20.78,13.33,196848.94,126275.09,30567.53,353691.56
39,Albert Einstein,TN,9.46,Distressed Red Oak,18968,18.57,23.33,352235.76,442523.44,75184.22,869943.42
48,Alex Trebek,II,9.46,Mosaic Tile,869,18.5,49.25,16076.5,42798.25,5569.55,64444.3
51,Charles Babbage,TN,9.46,Mosaic Tile,7977,18.5,49.25,147574.5,392867.25,51125.79,591567.54
55,Charles Darwin,HI,4.35,Mosaic Tile,15438,18.5,49.25,285603,760321.5,45497.72,1091422.22
62,Ada Lovelace,TN,9.46,Asphalt,4997,10.78,13.33,53867.66,66610.01,11397.19,131874.86
67,Alex Trebek,LO,9.46,Marble,2795,88.73,34.25,248000.35,95728.75,32516.77,376245.87
73,Albert Einstein,TN,9.46,Carpet,15754,12.5,6.3,196925,99250.2,28018.17,324193.37
76,Penn Jillette,DN,9.46,Carpet,19510,12.5,6.3,243875,122913,34698.14,401486.14
77,Steve Jobs,HI,4.35,Trampoline,13792,20.78,13.33,286597.76,183847.36,20464.36,490909.48
81,Albert Einstein,DN,9.46,Wood,10133,12.5,9.25,126662.5,93730.25,20849.15,241241.9
88,Albert Einstein,KY,6,Marble,25572,88.73,34.25,2269003.56,875841,188690.67,3333535.23
97,Jean Ichbiah,RI,7,Marble,21651,88.73,34.25,1921093.23,741546.75,186384.8,2849024.78
100,Jean Ichbiah,RI,7,Laminate,28722,4.5,9.8,129249,281475.6,28750.72,439475.32
109,Ada Lovelace,TN,9.46,Trampoline,25589,20.78,13.33,531739.42,341101.37,82570.74,955411.53
111,Jaden Smith,ZZ,9.46,Mosaic Tile,29153,18.5,49.25,539330.5,1435785.25,186845.95,2161961.7
