OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
4,Jaden Smith,TN,9.46,Laminate,10424,4.5,9.8,46908,102155.2,14101.38,163164.58
12,Alex Trebek,DN,9.46,Laminate,2123,4.5,9.8,9553.5,20805.4,2871.95,33230.85
15,Alex Trebek,ZZ,9.46,Wood,24435,12.5,9.25,305437.5,226023.75,50276.23,581737.48
25,Thomas J. Watson,TN,9.46,Laminate,398,4.5,9.8,1791,3900.4,538.41,6229.81
35,Jean Ichbiah,ZZ,9.46,Trampoline,6535,20.78,13.33,135797.3,87111.55,21087.18,243996.03
44,Steve Jobs,RI,7,Wood,27461,12.5,9.25,343262.5,254014.25,41809.37,639086.12
51,Charles Darwin,TX,8.19,Marble,8599,88.73,34.25,762989.27,294515.75,86609.66,1144114.68
57,Alex Trebek,OH,7.14,Granite,4021,72.5,29.25,291522.5,117614.25,29212.36,438349.11
60,Alex Trebek,OH,7.14,Asphalt,3747,10.78,13.33,40392.66,49947.51,6450.29,96790.46
63,Jean Ichbiah,II,9.46,Bamboo,4736,18.5,9.25,87616,43808,12432.71,143856.71
73,Grace Murray Hopper,KY,6,Mosaic Tile,9359,18.5,49.25,173141.5,460930.75,38044.34,672116.59
74,Ada Lovelace,AK,1.76,Dirt,11050,0.78,3.33,8619,36796.5,799.31,46214.81
76,Jaden Smith,HI,4.35,Straw,18527,1.8,3.25,33348.6,60212.75,4069.92,97631.27
85,Steve Jobs,LO,9.46,Dirt,14461,0.78,3.33,11279.58,48155.13,5622.52,65057.23
88,Grace Murray Hopper,TX,8.19,Disco Light Up Panels,23268,40.78,23.33,948869.04,542842.44,122171.17,1613882.65
93,Bill Gates,LO,9.46,Asphalt,11407,10.78,13.33,122967.46,152055.31,26017.15,301039.92
102,Alex Trebek,XX,9.46,Straw,11707,1.8,3.25,21072.6,38047.75,5592.79,64713.14
111,Elon Musk,WY,9.46,Tile,22161,1.5,14.3,33241.5,316902.3,33123.6,383267.4
115,Jaden Smith,AK,1.76,Asphalt,23111,10.78,13.33,249136.58,308069.63,9806.83,567013.04
123,Alex Trebek,TN,9.46,Laminate,158,4.5,9.8,711,1548.4,213.74,2473.14
125,Alex Trebek,TX,8.19,Mosaic Tile,6367,18.5,49.25,117789.5,313574.75,35328.73,466692.98
128,Alex Trebek,AK,1.76,Asphalt,22549,10.78,13.33,243078.22,300578.17,9568.35,553224.74
136,Ada Lovelace,OH,7.14,Disco Light Up Panels,24635,40.78,23.33,1004615.3,574734.55,112765.58,1692115.43
137,Albert Einstein,HI,4.35,Distressed Red Oak,12621,18.57,23.33,234371.97,294447.93,23003.67,551823.57
145,Steve Jobs,RI,7,Wood,4315,12.5,9.25,53937.5,39913.75,6569.59,100420.84
