OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Steve Jobs,LO,9.46,Asphalt,25757,10.78,13.33,277660.46,343340.81,58746.72,679747.99
15,Bill Gates,KY,6,Mosaic Tile,1064,18.5,49.25,19684,52402,4325.16,76411.16
17,Alex Trebek,WY,9.46,Granite,29558,72.5,29.25,2142955,864571.5,284512.01,3292038.51
21,Elon Musk,DN,9.46,Trampoline,11962,20.78,13.33,248570.36,159453.46,38599.05,446622.87
31,Charles Darwin,II,9.46,Asphalt,9672,10.78,13.33,104264.16,128927.76,22059.96,255251.88
36,Charles Babbage,II,9.46,Bamboo,6447,18.5,9.25,119269.5,59634.75,16924.34,195828.59
42,Ada Lovelace,XX,9.46,Tile,6681,1.5,14.3,10021.5,95538.3,9985.96,115545.76
49,Penn Jillette,II,9.46,Laminate,25302,4.5,9.8,113859,247959.6,34228.04,396046.64
59,Grace Murray Hopper,DN,9.46,Mosaic Tile,10157,18.5,49.25,187904.5,500232.25,65097.74,753234.49
69,Steve Jobs,HI,4.35,Tile,28554,1.5,14.3,42831,408322.2,19625.16,470778.36
74,Albert Einstein,ZZ,9.46,Marble,25005,88.73,34.25,2218693.65,856421.25,290905.87,3366020.77
77,Elon Musk,KY,6,Trampoline,25757,20.78,13.33,535230.46,343340.81,52714.28,931285.55
79,Ada Lovelace,TX,8.19,Tile,2047,1.5,14.3,3070.5,29272.1,2648.86,34991.46
89,Penn Jillette,KY,6,Straw,29142,1.8,3.25,52455.6,94711.5,8830.03,155997.13
91,Ada Lovelace,KY,6,Tile,16152,1.5,14.3,24228,230973.6,15312.1,270513.7
101,Monty Hall,AK,1.76,Distressed Red Oak,20730,18.57,23.33,384956.1,483630.9,15287.13,883874.13
108,Charles Babbage,WY,9.46,Distressed Red Oak,27788,18.57,23.33,516023.16,648294.04,110144.41,1274461.61
109,Ada Lovelace,OH,7.14,Trampoline,3348,20.78,13.33,69571.44,44628.84,8153.9,122354.18
110,Charles Darwin,TN,9.46,Bamboo,6497,18.5,9.25,120194.5,60097.25,17055.6,197347.35
111,Jean Ichbiah,KY,6,Carpet,4137,12.5,6.3,51712.5,26063.1,4666.54,82442.14
118,Albert Einstein,OH,7.14,Granite,23210,72.5,29.25,1682725,678892.5,168619.49,2530236.99
124,Ada Lovelace,TN,9.46,Tile,14391,1.5,14.3,21586.5,205791.3,21509.94,248887.74
132,Grace Murray Hopper,WY,9.46,Disco Light Up Panels,17563,40.78,23.33,716219.14,409744.79,106516.19,1232480.12
135,Charles Babbage,KY,6,Disco Light Up Panels,2796,40.78,23.33,114020.88,65230.68,10755.09,190006.65
137,Thomas J. Watson,OH,7.14,Wood,29072,12.5,9.25,363400,268916,45147.36,677463.36
139,Alex Trebek,AK,1.76,Mosaic Tile,9620,18.5,49.25,177970,473785,11470.89,663225.89
141,Elon Musk,TX,8.19,Straw,5485,1.8,3.25,9873,17826.25,2268.57,29967.82
148,Jean Ichbiah,RI,7,Disco Light Up Panels,24004,40.78,23.33,978883.12,560013.32,107722.75,1646619.19
152,Alex Trebek,AK,1.76,Mosaic Tile,4914,18.5,49.25,90909,242014.5,5859.45,338782.95
159,Charles Darwin,XX,9.46,Granite,7093,72.5,29.25,514242.5,207470.25,68274.03,789986.78
163,Steve Jobs,HI,4.35,Dirt,1154,0.78,3.33,900.12,3842.82,206.32,4949.26
168,Thomas J. Watson,II,9.46,Distressed Red Oak,20139,18.57,23.33,373981.23,469842.87,79825.76,923649.86
172,Jaden Smith,AK,1.76,Laminate,4775,4.5,9.8,21487.5,46795,1201.77,69484.27
176,Charles Babbage,II,9.46,Asphalt,22662,10.78,13.33,244296.36,302084.46,51687.63,598068.45
182,Jean Ichbiah,OH,7.14,Bamboo,18889,18.5,9.25,349446.5,174723.25,37425.72,561595.47
192,Penn Jillette,RI,7,Wood,6050,12.5,9.25,75625,55962.5,9211.13,140798.63
200,Albert Einstein,ZZ,9.46,Laminate,10543,4.5,9.8,47443.5,103321.4,14262.36,165027.26
206,Monty Hall,DN,9.46,Marble,25908,88.73,34.25,2298816.84,887349,301411.29,3487577.13
211,Thomas J. Watson,II,9.46,Trampoline,394,20.78,13.33,8187.32,5252.02,1271.36,14710.7
219,Thomas J. Watson,LO,9.46,Carpet,5210,12.5,6.3,65125,32823,9265.88,107213.88
