OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
4,Ada Lovelace,TX,8.19,Granite,6673,72.5,29.25,483792.5,195185.25,55608.28,734586.03
9,Jaden Smith,WY,9.46,Bamboo,29861,18.5,9.25,552428.5,276214.25,78389.6,907032.35
12,Jaden Smith,XX,9.46,Trampoline,5081,20.78,13.33,105583.18,67729.73,16395.4,189708.31
18,Albert Einstein,ZZ,9.46,Dirt,23749,0.78,3.33,18524.22,79084.17,9233.75,106842.14
24,Elon Musk,II,9.46,Dirt,25635,0.78,3.33,19995.3,85364.55,9967.04,115326.89
29,Grace Murray Hopper,DN,9.46,Trampoline,14055,20.78,13.33,292062.9,187353.15,45352.76,524768.81
30,Grace Murray Hopper,HI,4.35,Trampoline,472,20.78,13.33,9808.16,6291.76,700.35,16800.27
33,Ada Lovelace,LO,9.46,Bamboo,26563,18.5,9.25,491415.5,245707.75,69731.86,806855.11
38,Ada Lovelace,TX,8.19,Tile,4147,1.5,14.3,6220.5,59302.1,5366.3,70888.9
39,Monty Hall,RI,7,Dirt,25474,0.78,3.33,19869.72,84828.42,7328.87,112027.01
45,Charles Darwin,ZZ,9.46,Granite,1196,72.5,29.25,86710,34983,11512.16,133205.16
55,Steve Jobs,HI,4.35,Asphalt,23246,10.78,13.33,250591.88,309869.18,24380.06,584841.12
65,Penn Jillette,KY,6,Straw,12199,1.8,3.25,21958.2,39646.75,3696.3,65301.25
66,Grace Murray Hopper,LO,9.46,Dirt,6310,0.78,3.33,4921.8,21012.3,2453.37,28387.47
67,Monty Hall,ZZ,9.46,Bamboo,20367,18.5,9.25,376789.5,188394.75,53466.43,618650.68
75,Monty Hall,OH,7.14,Straw,8171,1.8,3.25,14707.8,26555.75,2946.22,44209.77
79,Jean Ichbiah,OH,7.14,Dirt,18422,0.78,3.33,14369.16,61345.26,5406.01,81120.43
88,Elon Musk,TX,8.19,Mosaic Tile,5577,18.5,49.25,103174.5,274667.25,30945.24,408786.99
89,Charles Babbage,XX,9.46,Trampoline,18167,20.78,13.33,377510.26,242166.11,58621.38,678297.75
98,Jean Ichbiah,DN,9.46,Tile,10258,1.5,14.3,15387,146689.4,15332.43,177408.83
101,Charles Babbage,ZZ,9.46,Laminate,3714,4.5,9.8,16713,36397.2,5024.22,58134.42
103,Charles Babbage,TN,9.46,Disco Light Up Panels,8691,40.78,23.33,354418.98,202761.03,52709.23,609889.24
108,Charles Babbage,RI,7,Granite,23628,72.5,29.25,1713030,691119,168290.43,2572439.43
111,Charles Darwin,OH,7.14,Granite,14597,72.5,29.25,1058282.5,426962.25,106046.48,1591291.23
113,Grace Murray Hopper,LO,9.46,Mosaic Tile,22610,18.5,49.25,418285,1113542.5,144910.88,1676738.38
120,Ada Lovelace,DN,9.46,Granite,12991,72.5,29.25,941847.5,379986.75,125045.52,1446879.77
126,Charles Darwin,TN,9.46,Distressed Red Oak,4137,18.57,23.33,76824.09,96516.21,16397.99,189738.29
136,Alex Trebek,OH,7.14,Carpet,8062,12.5,6.3,100775,50790.6,10821.78,162387.38
141,Thomas J. Watson,OH,7.14,Wood,26840,12.5,9.25,335500,248270,41681.18,625451.18
148,Charles Darwin,XX,9.46,Bamboo,27470,18.5,9.25,508195,254097.5,72112.87,834405.37
