OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
5,Jean Ichbiah,TX,8.19,Asphalt,24804,10.78,13.33,267387.12,330637.32,48978.2,647002.64
6,Elon Musk,OH,7.14,Tile,15370,1.5,14.3,23055,219791,17339.2,260185.2
13,Jean Ichbiah,TN,9.46,Straw,15129,1.8,3.25,27232.2,49169.25,7227.58,83629.03
15,Thomas J. Watson,OH,7.14,Granite,8685,72.5,29.25,629662.5,254036.25,63096.09,946794.84
19,Penn Jillette,HI,4.35,Trampoline,232,20.78,13.33,4820.96,3092.56,344.24,8257.76
22,Charles Darwin,LO,9.46,Carpet,3418,12.5,6.3,42725,21533.4,6078.84,70337.24
29,Penn Jillette,LO,9.46,Dirt,8843,0.78,3.33,6897.54,29447.19,3438.21,39782.94
39,Elon Musk,HI,4.35,Dirt,25809,0.78,3.33,20131.02,85943.97,4614.26,110689.25
48,Thomas J. Watson,II,9.46,Dirt,24803,0.78,3.33,19346.34,82593.99,9643.56,111583.89
50,Penn Jillette,DN,9.46,Granite,14394,72.5,29.25,1043565,421024.5,138550.17,1603139.67
55,Monty Hall,II,9.46,Asphalt,26905,10.78,13.33,290035.9,358643.65,61365.09,710044.64
59,Ada Lovelace,ZZ,9.46,Carpet,29507,12.5,6.3,368837.5,185894.1,52477.61,607209.21
63,Thomas J. Watson,OH,7.14,Marble,12859,88.73,34.25,1140979.07,440420.75,112911.95,1694311.77
72,Jaden Smith,WY,9.46,Asphalt,25016,10.78,13.33,269672.48,333463.28,57056.64,660192.4
79,Elon Musk,KY,6,Laminate,9486,4.5,9.8,42687,92962.8,8138.99,143788.79
84,Alex Trebek,AK,1.76,Dirt,7697,0.78,3.33,6003.66,25631.01,556.77,32191.44
86,Albert Einstein,LO,9.46,Bamboo,11836,18.5,9.25,218966,109483,31071.28,359520.28
91,Charles Babbage,TN,9.46,Asphalt,9572,10.78,13.33,103186.16,127594.76,21831.88,252612.8
96,Charles Darwin,AK,1.76,Asphalt,16485,10.78,13.33,177708.3,219745.05,6995.18,404448.53
98,Thomas J. Watson,TN,9.46,Laminate,8368,4.5,9.8,37656,82006.4,11320.06,130982.46
105,Ada Lovelace,WY,9.46,Carpet,602,12.5,6.3,7525,3792.6,1070.64,12388.24
110,Jaden Smith,HI,4.35,Tile,4089,1.5,14.3,6133.5,58472.7,2810.37,67416.57
111,Monty Hall,AK,1.76,Mosaic Tile,12717,18.5,49.25,235264.5,626312.25,15163.75,876740.5
121,Penn Jillette,AK,1.76,Straw,19091,1.8,3.25,34363.8,62045.75,1696.81,98106.36
122,Steve Jobs,II,9.46,Carpet,16300,12.5,6.3,203750,102690,28989.22,335429.22
127,Bill Gates,ZZ,9.46,Granite,25045,72.5,29.25,1815762.5,732566.25,241071.9,2789400.65
136,Albert Einstein,TX,8.19,Trampoline,11651,20.78,13.33,242107.78,155307.83,32548.34,429963.95
138,Alex Trebek,LO,9.46,Distressed Red Oak,26622,18.57,23.33,494370.54,621091.26,105522.69,1220984.49
144,Grace Murray Hopper,KY,6,Laminate,4003,4.5,9.8,18013.5,39229.4,3434.57,60677.47
145,Albert Einstein,DN,9.46,Granite,11021,72.5,29.25,799022.5,322364.25,106083.19,1227469.94
146,Albert Einstein,OH,7.14,Granite,22403,72.5,29.25,1624217.5,655287.75,162756.67,2442261.92
