OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
13,Grace Murray Hopper,HI,4.35,Laminate,14871,4.5,9.8,66919.5,145735.8,9250.51,221905.81
21,Jaden Smith,TX,8.19,Dirt,11800,0.78,3.33,9204,39294,3971.99,52469.99
30,Monty Hall,II,9.46,Wood,18752,12.5,9.25,234400,173456,38583.18,446439.18
33,Alex Trebek,LO,9.46,Wood,24193,12.5,9.25,302412.5,223785.25,49778.31,575976.06
38,Jaden Smith,TX,8.19,Laminate,19039,4.5,9.8,85675.5,186582.2,22297.91,294555.61
43,Bill Gates,WY,9.46,Dirt,8290,0.78,3.33,6466.2,27605.7,3223.2,37295.1
45,Elon Musk,KY,6,Bamboo,16957,18.5,9.25,313704.5,156852.25,28233.41,498790.16
55,Bill Gates,XX,9.46,Mosaic Tile,1008,18.5,49.25,18648,49644,6460.42,74752.42
64,Elon Musk,XX,9.46,Trampoline,1371,20.78,13.33,28489.38,18275.43,4423.95,51188.76
72,Jean Ichbiah,HI,4.35,Asphalt,21422,10.78,13.33,230929.16,285555.26,22467.07,538951.49
76,Elon Musk,KY,6,Dirt,5895,0.78,3.33,4598.1,19630.35,1453.71,25682.16
82,Ada Lovelace,KY,6,Disco Light Up Panels,25556,40.78,23.33,1042173.68,596221.48,98303.71,1736698.87
91,Jaden Smith,II,9.46,Disco Light Up Panels,2991,40.78,23.33,121972.98,69780.03,18139.83,209892.84
94,Ada Lovelace,II,9.46,Straw,8495,1.8,3.25,15291,27608.75,4058.32,46958.07
103,Jaden Smith,OH,7.14,Wood,27590,12.5,9.25,344875,255207.5,42845.89,642928.39
110,Monty Hall,WY,9.46,Tile,7375,1.5,14.3,11062.5,105462.5,11023.27,127548.27
119,Monty Hall,WY,9.46,Trampoline,20169,20.78,13.33,419111.82,268852.77,65081.45,753046.04
128,Albert Einstein,LO,9.46,Distressed Red Oak,28180,18.57,23.33,523302.6,657439.4,111698.19,1292440.19
130,Grace Murray Hopper,ZZ,9.46,Carpet,17308,12.5,6.3,216350,109040.4,30781.93,356172.33
133,Jaden Smith,RI,7,Wood,25149,12.5,9.25,314362.5,232628.25,38289.35,585280.1
135,Thomas J. Watson,AK,1.76,Dirt,5570,0.78,3.33,4344.6,18548.1,402.91,23295.61
137,Jaden Smith,TX,8.19,Trampoline,27917,20.78,13.33,580115.26,372133.61,77989.18,1030238.05
145,Steve Jobs,TN,9.46,Disco Light Up Panels,23335,40.78,23.33,951601.3,544405.55,141522.25,1637529.1
148,Charles Darwin,LO,9.46,Trampoline,28280,20.78,13.33,587658.4,376972.4,91254.07,1055884.87
154,Ada Lovelace,LO,9.46,Granite,28145,72.5,29.25,2040512.5,823241.25,270911.1,3134664.85
161,Charles Darwin,TN,9.46,Carpet,17483,12.5,6.3,218537.5,110142.9,31093.17,359773.57
167,Bill Gates,ZZ,9.46,Mosaic Tile,24885,18.5,49.25,460372.5,1225586.25,159491.7,1845450.45
177,Charles Babbage,KY,6,Wood,20762,12.5,9.25,259525,192048.5,27094.41,478667.91
