OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Steve Jobs,DN,9.46,Marble,19364,88.73,34.25,1718167.72,663217,225278.99,2606663.71
14,Monty Hall,RI,7,Tile,11878,1.5,14.3,17817,169855.4,13137.07,200809.47
22,Jaden Smith,AK,1.76,Bamboo,12803,18.5,9.25,236855.5,118427.75,6252.99,361536.24
30,Penn Jillette,XX,9.46,Carpet,16825,12.5,6.3,210312.5,105997.5,29922.93,346232.93
33,Penn Jillette,WY,9.46,Granite,26416,72.5,29.25,1915160,772668,254268.53,2942096.53
36,Charles Darwin,KY,6,Straw,1564,1.8,3.25,2815.2,5083,473.89,8372.09
41,Bill Gates,WY,9.46,Tile,10249,1.5,14.3,15373.5,146560.7,15318.98,177253.18
50,Jaden Smith,RI,7,Asphalt,22946,10.78,13.33,247357.88,305870.18,38725.96,591954.02
54,Monty Hall,KY,6,Granite,29925,72.5,29.25,2169562.5,875306.25,182692.13,3227560.88
61,Jean Ichbiah,KY,6,Asphalt,684,10.78,13.33,7373.52,9117.72,989.47,17480.71
65,Alex Trebek,TX,8.19,Tile,28017,1.5,14.3,42025.5,400643.1,36254.56,478923.16
67,Bill Gates,II,9.46,Granite,3118,72.5,29.25,226055,91201.5,30012.46,347268.96
69,Steve Jobs,TX,8.19,Straw,20495,1.8,3.25,36891,66608.75,8476.63,111976.38
73,Charles Babbage,XX,9.46,Granite,1525,72.5,29.25,110562.5,44606.25,14678.96,169847.71
75,Charles Darwin,WY,9.46,Trampoline,569,20.78,13.33,11823.82,7584.77,1836.05,21244.64
85,Steve Jobs,OH,7.14,Wood,24014,12.5,9.25,300175,222129.5,37292.54,559597.04
95,Jaden Smith,ZZ,9.46,Disco Light Up Panels,22743,40.78,23.33,927459.54,530594.19,137931.88,1595985.61
104,Grace Murray Hopper,HI,4.35,Disco Light Up Panels,9347,40.78,23.33,381170.66,218065.51,26066.77,625302.94
113,Albert Einstein,HI,4.35,Tile,16698,1.5,14.3,25047,238781.4,11476.54,275304.94
123,Grace Murray Hopper,HI,4.35,Disco Light Up Panels,1627,40.78,23.33,66349.06,37957.91,4537.35,108844.32
131,Charles Babbage,KY,6,Carpet,14377,12.5,6.3,179712.5,90575.1,16217.26,286504.86
133,Bill Gates,LO,9.46,Granite,19493,72.5,29.25,1413242.5,570170.25,187630.85,2171043.6
