OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
13,Charles Darwin,OH,7.14,Wood,27879,12.5,9.25,348487.5,257880.75,43294.69,649662.94
17,Thomas J. Watson,DN,9.46,Granite,4065,72.5,29.25,294712.5,118901.25,39127.86,452741.61
20,Albert Einstein,RI,7,Marble,12528,88.73,34.25,1111609.44,429084,107848.54,1648541.98
22,Albert Einstein,DN,9.46,Wood,4077,12.5,9.25,50962.5,37712.25,8388.63,97063.38
25,Penn Jillette,TN,9.46,Granite,21202,72.5,29.25,1537145,620158.5,204080.91,2361384.41
28,Charles Darwin,LO,9.46,Distressed Red Oak,12576,18.57,23.33,233536.32,293398.08,49847.99,576782.39
33,Monty Hall,II,9.46,Dirt,16455,0.78,3.33,12834.9,54795.15,6397.8,74027.85
43,Bill Gates,TN,9.46,Granite,22426,72.5,29.25,1625885,655960.5,215862.58,2497708.08
47,Ada Lovelace,RI,7,Mosaic Tile,29706,18.5,49.25,549561,1463020.5,140880.71,2153462.21
53,Jean Ichbiah,LO,9.46,Mosaic Tile,25064,18.5,49.25,463684,1234402,160638.94,1858724.94
55,Grace Murray Hopper,ZZ,9.46,Straw,4832,1.8,3.25,8697.6,15704,2308.39,26709.99
62,Monty Hall,DN,9.46,Disco Light Up Panels,25699,40.78,23.33,1048005.22,599557.67,155859.45,1803422.34
68,Thomas J. Watson,TN,9.46,Straw,2865,1.8,3.25,5157,9311.25,1368.7,15836.95
72,Charles Darwin,XX,9.46,Dirt,29171,0.78,3.33,22753.38,97139.43,11341.86,131234.67
78,Grace Murray Hopper,WY,9.46,Dirt,11703,0.78,3.33,9128.34,38970.99,4550.2,52649.53
86,Ada Lovelace,TN,9.46,Granite,17918,72.5,29.25,1299055,524101.5,172470.6,1995627.1
89,Monty Hall,XX,9.46,Mosaic Tile,21469,18.5,49.25,397176.5,1057348.25,137598.04,1592122.79
92,Steve Jobs,RI,7,Mosaic Tile,20294,18.5,49.25,375439,999479.5,96244.3,1471162.8
98,Grace Murray Hopper,ZZ,9.46,Dirt,26577,0.78,3.33,20730.06,88501.41,10333.3,119564.77
101,Thomas J. Watson,XX,9.46,Mosaic Tile,882,18.5,49.25,16317,43438.5,5652.87,65408.37
106,Grace Murray Hopper,XX,9.46,Laminate,1787,4.5,9.8,8041.5,17512.6,2417.42,27971.52
113,Ada Lovelace,WY,9.46,Asphalt,12466,10.78,13.33,134383.48,166171.78,28432.53,328987.79
115,Bill Gates,OH,7.14,Bamboo,12725,18.5,9.25,235412.5,117706.25,25212.68,378331.43
117,Charles Babbage,RI,7,Marble,3927,88.73,34.25,348442.71,134499.75,33805.97,516748.43
125,Bill Gates,RI,7,Carpet,6320,12.5,6.3,79000,39816,8317.12,127133.12
132,Grace Murray Hopper,AK,1.76,Trampoline,24378,20.78,13.33,506574.84,324958.74,14634.99,846168.57
137,Ada Lovelace,TN,9.46,Dirt,17324,0.78,3.33,13512.72,57688.92,6735.68,77937.32
144,Elon Musk,TN,9.46,Wood,16286,12.5,9.25,203575,150645.5,33509.26,387729.76
153,Jaden Smith,KY,6,Straw,2403,1.8,3.25,4325.4,7809.75,728.11,12863.26
162,Albert Einstein,WY,9.46,Carpet,11742,12.5,6.3,146775,73974.6,20882.91,241632.51
166,Ada Lovelace,XX,9.46,Trampoline,8935,20.78,13.33,185669.3,119103.55,28831.51,333604.36
171,Charles Babbage,RI,7,Granite,1813,72.5,29.25,131442.5,53030.25,12913.09,197385.84
180,Steve Jobs,ZZ,9.46,Disco Light Up Panels,21352,40.78,23.33,870734.56,498142.16,129495.74,1498372.46
190,Jaden Smith,DN,9.46,Bamboo,18067,18.5,9.25,334239.5,167119.75,47428.59,548787.84
192,Albert Einstein,WY,9.46,Straw,27433,1.8,3.25,49379.4,89157.25,13105.57,151642.22
201,Albert Einstein,LO,9.46,Bamboo,9518,18.5,9.25,176083,88041.5,24986.18,289110.68
207,Jean Ichbiah,RI,7,Wood,16046,12.5,9.25,200575,148425.5,24430.04,373430.54
