OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
13,Jean Ichbiah,WY,9.46,Asphalt,22873,10.78,13.33,246570.94,304897.09,52168.88,603636.91
14,Charles Darwin,RI,7,Disco Light Up Panels,5515,40.78,23.33,224901.7,128664.95,24749.67,378316.32
17,Alex Trebek,HI,4.35,Disco Light Up Panels,1928,40.78,23.33,78623.84,44980.24,5376.78,128980.86
18,Charles Darwin,HI,4.35,Laminate,7191,4.5,9.8,32359.5,70471.8,4473.16,107304.46
21,Elon Musk,HI,4.35,Disco Light Up Panels,2891,40.78,23.33,117894.98,67447.03,8062.38,193404.39
27,Thomas J. Watson,KY,6,Laminate,14287,4.5,9.8,64291.5,140012.6,12258.25,216562.35
32,Thomas J. Watson,ZZ,9.46,Asphalt,19436,10.78,13.33,209520.08,259081.88,44329.75,512931.71
37,Steve Jobs,DN,9.46,Dirt,21712,0.78,3.33,16935.36,72300.96,8441.76,97678.08
44,Charles Darwin,ZZ,9.46,Wood,25259,12.5,9.25,315737.5,233645.75,51971.66,601354.91
51,Charles Darwin,II,9.46,Marble,17574,88.73,34.25,1559341.02,601909.5,204454.3,2365704.82
61,Alex Trebek,LO,9.46,Carpet,8365,12.5,6.3,104562.5,52699.5,14876.99,172138.99
65,Ada Lovelace,ZZ,9.46,Mosaic Tile,12186,18.5,49.25,225441,600160.5,78101.9,903703.4
71,Ada Lovelace,HI,4.35,Dirt,20906,0.78,3.33,16306.68,69616.98,3737.68,89661.34
72,Elon Musk,WY,9.46,Bamboo,6684,18.5,9.25,123654,61827,17546.5,203027.5
74,Steve Jobs,II,9.46,Disco Light Up Panels,12002,40.78,23.33,489441.56,280006.66,72789.8,842238.02
78,Bill Gates,WY,9.46,Dirt,28548,0.78,3.33,22267.44,95064.84,11099.63,128431.91
87,Grace Murray Hopper,AK,1.76,Asphalt,11755,10.78,13.33,126718.9,156694.15,4988.07,288401.12
96,Charles Babbage,TX,8.19,Tile,15336,1.5,14.3,23004,219304.8,19845.09,262153.89
98,Albert Einstein,OH,7.14,Distressed Red Oak,9150,18.57,23.33,169915.5,213469.5,27373.69,410758.69
101,Charles Babbage,KY,6,Carpet,9748,12.5,6.3,121850,61412.4,10995.74,194258.14
102,Thomas J. Watson,ZZ,9.46,Laminate,26631,4.5,9.8,119839.5,260983.8,36025.88,416849.18
110,Jean Ichbiah,AK,1.76,Trampoline,24828,20.78,13.33,515925.84,330957.24,14905.14,861788.22
115,Bill Gates,HI,4.35,Marble,21361,88.73,34.25,1895361.53,731614.25,114273.45,2741249.23
124,Grace Murray Hopper,XX,9.46,Distressed Red Oak,21111,18.57,23.33,392031.27,492519.63,83678.52,968229.42
130,Charles Babbage,ZZ,9.46,Asphalt,11666,10.78,13.33,125759.48,155507.78,26607.88,307875.14
134,Charles Babbage,II,9.46,Bamboo,25570,18.5,9.25,473045,236522.5,67125.09,776692.59
142,Jaden Smith,TN,9.46,Laminate,12969,4.5,9.8,58360.5,127096.2,17544.2,203000.9
147,Monty Hall,HI,4.35,Granite,16404,72.5,29.25,1189290,479817,72606.15,1741713.15
155,Grace Murray Hopper,II,9.46,Tile,17516,1.5,14.3,26274,250478.8,26180.81,302933.61
163,Albert Einstein,ZZ,9.46,Granite,17903,72.5,29.25,1297967.5,523662.75,172326.22,1993956.47
168,Jean Ichbiah,TN,9.46,Dirt,12853,0.78,3.33,10025.34,42800.49,4997.32,57823.15
169,Jean Ichbiah,AK,1.76,Marble,16795,88.73,34.25,1490220.35,575228.75,36351.9,2101801
