OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
8,Elon Musk,LO,9.46,Dirt,16821,0.78,3.33,13120.38,56013.93,6540.11,75674.42
9,Charles Babbage,RI,7,Bamboo,21575,18.5,9.25,399137.5,199568.75,41909.44,640615.69
17,Steve Jobs,TX,8.19,Straw,7540,1.8,3.25,13572,24505,3118.51,41195.51
26,Thomas J. Watson,DN,9.46,Carpet,1293,12.5,6.3,16162.5,8145.9,2299.57,26607.97
30,Ada Lovelace,TX,8.19,Mosaic Tile,24194,18.5,49.25,447589,1191554.5,134245.85,1773389.35
39,Bill Gates,TX,8.19,Tile,3512,1.5,14.3,5268,50221.6,4544.6,60034.2
43,Charles Babbage,AK,1.76,Disco Light Up Panels,26173,40.78,23.33,1067334.94,610616.09,29531.94,1707482.97
49,Thomas J. Watson,KY,6,Tile,15797,1.5,14.3,23695.5,225897.1,14975.56,264568.16
51,Monty Hall,OH,7.14,Carpet,20235,12.5,6.3,252937.5,127480.5,27161.85,407579.85
60,Grace Murray Hopper,DN,9.46,Mosaic Tile,10384,18.5,49.25,192104,511412,66552.61,770068.61
65,Charles Darwin,DN,9.46,Tile,20661,1.5,14.3,30991.5,295452.3,30881.58,357325.38
75,Elon Musk,TX,8.19,Carpet,7353,12.5,6.3,91912.5,46323.9,11321.56,149557.96
79,Albert Einstein,DN,9.46,Tile,28479,1.5,14.3,42718.5,407249.7,42566.99,492535.19
84,Ada Lovelace,II,9.46,Bamboo,2869,18.5,9.25,53076.5,26538.25,7531.56,87146.31
85,Charles Babbage,TN,9.46,Dirt,9705,0.78,3.33,7569.9,32317.65,3773.36,43660.91
89,Bill Gates,KY,6,Distressed Red Oak,10374,18.57,23.33,192645.18,242025.42,26080.24,460750.84
98,Charles Babbage,ZZ,9.46,Carpet,5485,12.5,6.3,68562.5,34555.5,9754.96,112872.96
102,Jaden Smith,KY,6,Tile,4160,1.5,14.3,6240,59488,3943.68,69671.68
104,Elon Musk,KY,6,Distressed Red Oak,22964,18.57,23.33,426441.48,535750.12,57731.5,1019923.1
111,Jean Ichbiah,LO,9.46,Wood,3173,12.5,9.25,39662.5,29350.25,6528.61,75541.36
113,Monty Hall,RI,7,Marble,1943,88.73,34.25,172402.39,66547.75,16726.51,255676.65
122,Charles Babbage,LO,9.46,Carpet,11284,12.5,6.3,141050,71089.2,20068.37,232207.57
131,Albert Einstein,XX,9.46,Disco Light Up Panels,5610,40.78,23.33,228775.8,130881.3,34023.56,393680.66
136,Jean Ichbiah,AK,1.76,Asphalt,14765,10.78,13.33,159166.7,196817.45,6265.32,362249.47
137,Charles Babbage,RI,7,Disco Light Up Panels,8138,40.78,23.33,331867.64,189859.54,36520.9,558248.08
141,Charles Darwin,AK,1.76,Bamboo,10402,18.5,9.25,192437,96218.5,5080.34,293735.84
147,Albert Einstein,II,9.46,Distressed Red Oak,10578,18.57,23.33,196433.46,246784.74,41928.44,485146.64
156,Jaden Smith,AK,1.76,Carpet,5181,12.5,6.3,64762.5,32640.3,1714.29,99117.09
159,Jean Ichbiah,LO,9.46,Marble,17495,88.73,34.25,1552331.35,599203.75,203535.22,2355070.32
169,Alex Trebek,WY,9.46,Straw,7895,1.8,3.25,14211,25658.75,3771.68,43641.43
177,Albert Einstein,OH,7.14,Mosaic Tile,3787,18.5,49.25,70059.5,186509.75,18319.04,274888.29
181,Monty Hall,II,9.46,Laminate,6959,4.5,9.8,31315.5,68198.2,9414,108927.7
