OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Ada Lovelace,TX,8.19,Trampoline,786,20.78,13.33,16333.08,10477.38,2195.78,29006.24
13,Steve Jobs,TN,9.46,Disco Light Up Panels,24505,40.78,23.33,999313.9,571701.65,148618.07,1719633.62
18,Jaden Smith,RI,7,Tile,11606,1.5,14.3,17409,165965.8,12836.24,196211.04
25,Penn Jillette,OH,7.14,Trampoline,10491,20.78,13.33,218002.98,139845.03,25550.35,383398.36
26,Bill Gates,RI,7,Disco Light Up Panels,17409,40.78,23.33,709939.02,406151.97,78126.37,1194217.36
28,Albert Einstein,WY,9.46,Dirt,950,0.78,3.33,741,3163.5,369.37,4273.87
29,Albert Einstein,LO,9.46,Bamboo,23891,18.5,9.25,441983.5,220991.75,62717.46,725692.71
33,Ada Lovelace,KY,6,Tile,6083,1.5,14.3,9124.5,86986.9,5766.68,101878.08
37,Jaden Smith,ZZ,9.46,Dirt,29136,0.78,3.33,22726.08,97022.88,11328.25,131077.21
39,Grace Murray Hopper,ZZ,9.46,Straw,21609,1.8,3.25,38896.2,70229.25,10323.27,119448.72
42,Charles Babbage,XX,9.46,Mosaic Tile,20084,18.5,49.25,371554,989137,128721.37,1489412.37
50,Penn Jillette,II,9.46,Dirt,2836,0.78,3.33,2212.08,9443.88,1102.65,12758.61
52,Ada Lovelace,XX,9.46,Bamboo,10258,18.5,9.25,189773,94886.5,26928.79,311588.29
60,Jean Ichbiah,WY,9.46,Carpet,13195,12.5,6.3,164937.5,83128.5,23467.04,271533.04
64,Steve Jobs,OH,7.14,Straw,14901,1.8,3.25,26821.8,48428.25,5372.85,80622.9
73,Thomas J. Watson,RI,7,Disco Light Up Panels,9616,40.78,23.33,392140.48,224341.28,43153.72,659635.48
80,Bill Gates,TN,9.46,Mosaic Tile,14208,18.5,49.25,262848,699744,91061.2,1053653.2
83,Jaden Smith,II,9.46,Carpet,16468,12.5,6.3,205850,103748.4,29288.01,338886.41
86,Jaden Smith,II,9.46,Straw,25157,1.8,3.25,45282.6,81760.25,12018.25,139061.1
87,Penn Jillette,XX,9.46,Laminate,26372,4.5,9.8,118674,258445.6,35675.51,412795.11
94,Bill Gates,AK,1.76,Straw,23106,1.8,3.25,41590.8,75094.5,2053.66,118738.96
104,Monty Hall,ZZ,9.46,Bamboo,26184,18.5,9.25,484404,242202,68736.93,795342.93
112,Steve Jobs,TX,8.19,Granite,5213,72.5,29.25,377942.5,152480.25,43441.62,573864.37
115,Jean Ichbiah,XX,9.46,Mosaic Tile,9353,18.5,49.25,173030.5,460635.25,59944.78,693610.53
119,Alex Trebek,II,9.46,Carpet,21381,12.5,6.3,267262.5,134700.3,38025.68,439988.48
125,Steve Jobs,AK,1.76,Marble,18440,88.73,34.25,1636181.2,631570,39912.42,2307663.62
128,Jaden Smith,WY,9.46,Distressed Red Oak,15350,18.57,23.33,285049.5,358115.5,60843.41,704008.41
138,Penn Jillette,ZZ,9.46,Carpet,27718,12.5,6.3,346475,174623.4,49295.91,570394.31
143,Jaden Smith,DN,9.46,Tile,25546,1.5,14.3,38319,365307.8,38183.1,441809.9
146,Charles Babbage,ZZ,9.46,Granite,7419,72.5,29.25,537877.5,217005.75,71411.96,826295.21
156,Thomas J. Watson,II,9.46,Mosaic Tile,847,18.5,49.25,15669.5,41714.75,5428.55,62812.8
166,Charles Babbage,WY,9.46,Wood,5250,12.5,9.25,65625,48562.5,10802.14,124989.64
175,Alex Trebek,TX,8.19,Trampoline,8982,20.78,13.33,186645.96,119730.06,25092.2,331468.22
176,Jean Ichbiah,RI,7,Marble,1024,88.73,34.25,90859.52,35072,8815.21,134746.73
