OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
10,Ada Lovelace,TN,9.46,Tile,26763,1.5,14.3,40144.5,382710.9,40002.12,462857.52
12,Ada Lovelace,HI,4.35,Wood,16754,12.5,9.25,209425,154974.5,15851.38,380250.88
21,Jaden Smith,TN,9.46,Straw,17419,1.8,3.25,31354.2,56611.75,8321.58,96287.53
22,Bill Gates,II,9.46,Carpet,3571,12.5,6.3,44637.5,22497.3,6350.95,73485.75
27,Alex Trebek,TN,9.46,Distressed Red Oak,16625,18.57,23.33,308726.25,387861.25,65897.18,762484.68
34,Albert Einstein,KY,6,Marble,5825,88.73,34.25,516852.25,199506.25,42981.51,759340.01
40,Charles Babbage,RI,7,Mosaic Tile,16289,18.5,49.25,301346.5,802233.25,77250.58,1180830.33
44,Charles Darwin,ZZ,9.46,Asphalt,9039,10.78,13.33,97440.42,120489.87,20616.21,238546.5
52,Bill Gates,WY,9.46,Laminate,16039,4.5,9.8,72175.5,157182.2,21697.24,251054.94
57,Ada Lovelace,KY,6,Straw,23663,1.8,3.25,42593.4,76904.75,7169.89,126668.04
59,Bill Gates,II,9.46,Carpet,12141,12.5,6.3,151762.5,76488.3,21592.53,249843.33
62,Steve Jobs,TX,8.19,Disco Light Up Panels,1805,40.78,23.33,73607.9,42110.65,9477.35,125195.9
71,Charles Darwin,DN,9.46,Mosaic Tile,2227,18.5,49.25,41199.5,109679.75,14273.18,165152.43
72,Steve Jobs,XX,9.46,Tile,6340,1.5,14.3,9510,90662,9476.27,109648.27
80,Steve Jobs,TN,9.46,Laminate,24926,4.5,9.8,112167,244274.8,33719.39,390161.19
87,Grace Murray Hopper,DN,9.46,Dirt,5033,0.78,3.33,3925.74,16759.89,1956.86,22642.49
95,Grace Murray Hopper,TX,8.19,Mosaic Tile,19644,18.5,49.25,363414,967467,108999.15,1439880.15
104,Grace Murray Hopper,KY,6,Trampoline,8299,20.78,13.33,172453.22,110625.67,16984.73,300063.62
108,Alex Trebek,OH,7.14,Trampoline,14965,20.78,13.33,310972.7,199483.45,36446.57,546902.72
116,Grace Murray Hopper,WY,9.46,Tile,20330,1.5,14.3,30495,290719,30386.84,351600.84
126,Bill Gates,LO,9.46,Granite,6763,72.5,29.25,490317.5,197817.75,65097.59,753232.84
132,Ada Lovelace,II,9.46,Tile,15424,1.5,14.3,23136,220563.2,23053.94,266753.14
141,Charles Darwin,WY,9.46,Tile,10385,1.5,14.3,15577.5,148505.5,15522.25,179605.25
146,Albert Einstein,AK,1.76,Trampoline,23229,20.78,13.33,482698.62,309642.57,13945.2,806286.39
156,Jean Ichbiah,TX,8.19,Granite,28454,72.5,29.25,2062915,832279.5,237116.43,3132310.93
161,Steve Jobs,AK,1.76,Bamboo,8834,18.5,9.25,163429,81714.5,4314.53,249458.03
162,Charles Babbage,LO,9.46,Distressed Red Oak,5375,18.57,23.33,99813.75,125398.75,21305.1,246517.6
