OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
9,Ada Lovelace,RI,7,Wood,9372,12.5,9.25,117150,86691,14268.87,218109.87
15,Jaden Smith,RI,7,Marble,25154,88.73,34.25,2231914.42,861524.5,216540.72,3309979.64
20,Monty Hall,ZZ,9.46,Carpet,23881,12.5,6.3,298512.5,150450.3,42471.88,491434.68
25,Monty Hall,WY,9.46,Asphalt,7833,10.78,13.33,84439.74,104413.89,17865.55,206719.18
33,Penn Jillette,AK,1.76,Dirt,1305,0.78,3.33,1017.9,4345.65,94.4,5457.95
39,Jean Ichbiah,DN,9.46,Granite,29555,72.5,29.25,2142737.5,864483.75,284483.13,3291704.38
44,Monty Hall,KY,6,Straw,2318,1.8,3.25,4172.4,7533.5,702.35,12408.25
50,Jean Ichbiah,ZZ,9.46,Tile,6510,1.5,14.3,9765,93093,9730.37,112588.37
52,Monty Hall,RI,7,Asphalt,19073,10.78,13.33,205606.94,254243.09,32189.5,492039.53
61,Jaden Smith,XX,9.46,Carpet,9967,12.5,6.3,124587.5,62792.1,17726.11,205105.71
71,Charles Darwin,II,9.46,Marble,22298,88.73,34.25,1978501.54,763706.5,259412.88,3001620.92
75,Albert Einstein,RI,7,Laminate,29947,4.5,9.8,134761.5,293480.6,29976.95,458219.05
77,Charles Darwin,AK,1.76,Tile,9695,1.5,14.3,14542.5,138638.5,2695.99,155876.99
78,Steve Jobs,TN,9.46,Granite,16641,72.5,29.25,1206472.5,486749.25,160178.78,1853400.53
85,Jaden Smith,HI,4.35,Disco Light Up Panels,16806,40.78,23.33,685348.68,392083.98,46868.32,1124300.98
93,Albert Einstein,KY,6,Carpet,21834,12.5,6.3,272925,137554.2,24628.75,435107.95
94,Alex Trebek,HI,4.35,Disco Light Up Panels,25751,40.78,23.33,1050125.78,600770.83,71814,1722710.61
100,Albert Einstein,RI,7,Asphalt,22227,10.78,13.33,239607.06,296285.91,37512.51,573405.48
106,Jaden Smith,RI,7,Straw,11017,1.8,3.25,19830.6,35805.25,3894.51,59530.36
107,Steve Jobs,AK,1.76,Distressed Red Oak,19790,18.57,23.33,367500.3,461700.7,14593.94,843794.94
115,Steve Jobs,TN,9.46,Wood,10144,12.5,9.25,126800,93832,20871.79,241503.79
120,Elon Musk,OH,7.14,Wood,3739,12.5,9.25,46737.5,34585.75,5806.48,87129.73
