OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
8,Monty Hall,KY,6,Laminate,7234,4.5,9.8,32553,70893.2,6206.77,109652.97
14,Alex Trebek,KY,6,Asphalt,4649,10.78,13.33,50116.22,61971.17,6725.24,118812.63
20,Thomas J. Watson,WY,9.46,Distressed Red Oak,5768,18.57,23.33,107111.76,134567.44,22862.85,264542.05
28,Thomas J. Watson,WY,9.46,Disco Light Up Panels,20455,40.78,23.33,834154.9,477215.15,124055.61,1435425.66
38,Bill Gates,HI,4.35,Carpet,2985,12.5,6.3,37312.5,18805.5,2441.13,58559.13
44,Steve Jobs,XX,9.46,Wood,10530,12.5,9.25,131625,97402.5,21666,250693.5
48,Penn Jillette,LO,9.46,Mosaic Tile,13540,18.5,49.25,250490,666845,86779.89,1004114.89
52,Jaden Smith,WY,9.46,Wood,6224,12.5,9.25,77800,57572,12806.19,148178.19
54,Ada Lovelace,WY,9.46,Marble,21659,88.73,34.25,1921803.07,741820.75,251978.81,2915602.63
59,Elon Musk,II,9.46,Laminate,5484,4.5,9.8,24678,53743.2,7418.65,85839.85
69,Albert Einstein,OH,7.14,Asphalt,9381,10.78,13.33,101127.18,125048.73,16148.96,242324.87
71,Steve Jobs,OH,7.14,Straw,18931,1.8,3.25,34075.8,61525.75,6825.95,102427.5
79,Steve Jobs,KY,6,Bamboo,12121,18.5,9.25,224238.5,112119.25,20181.47,356539.22
81,Grace Murray Hopper,WY,9.46,Laminate,9504,4.5,9.8,42768,93139.2,12856.82,148764.02
84,Alex Trebek,ZZ,9.46,Granite,18278,72.5,29.25,1325155,534631.5,175935.8,2035722.3
90,Alex Trebek,DN,9.46,Straw,7810,1.8,3.25,14058,25382.5,3731.07,43171.57
93,Thomas J. Watson,TX,8.19,Mosaic Tile,26708,18.5,49.25,494098,1315369,148195.35,1957662.35
94,Steve Jobs,TN,9.46,Carpet,16012,12.5,6.3,200150,100875.6,28477.02,329502.62
100,Jean Ichbiah,AK,1.76,Dirt,29593,0.78,3.33,23082.54,98544.69,2140.64,123767.87
103,Jean Ichbiah,LO,9.46,Tile,18420,1.5,14.3,27630,263406,27532.01,318568.01
112,Penn Jillette,XX,9.46,Granite,992,72.5,29.25,71920,29016,9548.55,110484.55
121,Ada Lovelace,AK,1.76,Dirt,8527,0.78,3.33,6651.06,28394.91,616.81,35662.78
127,Jean Ichbiah,KY,6,Tile,2589,1.5,14.3,3883.5,37022.7,2454.37,43360.57
131,Charles Darwin,LO,9.46,Straw,25771,1.8,3.25,46387.8,83755.75,12311.58,142455.13
136,Jean Ichbiah,AK,1.76,Granite,9646,72.5,29.25,699335,282145.5,17274.06,998754.56
143,Albert Einstein,WY,9.46,Marble,11757,88.73,34.25,1043198.61,402677.25,136779.86,1582655.72
151,Elon Musk,TN,9.46,Tile,19418,1.5,14.3,29127,277677.4,29023.7,335828.1
160,Jean Ichbiah,DN,9.46,Marble,3706,88.73,34.25,328833.38,126930.5,43115.26,498879.14
