OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Albert Einstein,XX,9.46,Granite,25591,72.5,29.25,1855347.5,748536.75,246327.45,2850211.7
15,Monty Hall,OH,7.14,Disco Light Up Panels,104,40.78,23.33,4241.12,2426.32,476.06,7143.5
24,Ada Lovelace,AK,1.76,Tile,4793,1.5,14.3,7189.5,68539.9,1332.84,77062.24
29,Grace Murray Hopper,LO,9.46,Mosaic Tile,17770,18.5,49.25,328745,875172.5,113890.6,1317808.1
32,Jaden Smith,TX,8.19,Bamboo,28133,18.5,9.25,520460.5,260230.25,63938.57,844629.32
41,Charles Darwin,LO,9.46,Dirt,9575,0.78,3.33,7468.5,31884.75,3722.82,43076.07
43,Steve Jobs,TN,9.46,Distressed Red Oak,17743,18.57,23.33,329487.51,413944.19,70328.64,813760.34
46,Grace Murray Hopper,OH,7.14,Mosaic Tile,11231,18.5,49.25,207773.5,553126.75,54328.28,815228.53
48,Albert Einstein,HI,4.35,Granite,26960,72.5,29.25,1954600,788580,119328.33,2862508.33
49,Bill Gates,TN,9.46,Granite,6631,72.5,29.25,480747.5,193956.75,63827.02,738531.27
56,Ada Lovelace,TX,8.19,Asphalt,28806,10.78,13.33,310528.68,383983.98,56880.59,751393.25
61,Alex Trebek,WY,9.46,Laminate,2635,4.5,9.8,11857.5,25823,3564.58,41245.08
67,Thomas J. Watson,TX,8.19,Wood,1417,12.5,9.25,17712.5,13107.25,2524.14,33343.89
72,Grace Murray Hopper,AK,1.76,Carpet,13670,12.5,6.3,170875,86121,4523.13,261519.13
73,Charles Babbage,XX,9.46,Dirt,19224,0.78,3.33,14994.72,64015.92,7474.41,86485.05
80,Jaden Smith,RI,7,Marble,10235,88.73,34.25,908151.55,350548.75,88109.02,1346809.32
84,Monty Hall,XX,9.46,Asphalt,24848,10.78,13.33,267861.44,331223.84,56673.47,655758.75
85,Grace Murray Hopper,XX,9.46,Straw,25897,1.8,3.25,46614.6,84165.25,12371.77,143151.62
92,Grace Murray Hopper,KY,6,Disco Light Up Panels,28393,40.78,23.33,1157866.54,662408.69,109216.51,1929491.74
101,Bill Gates,LO,9.46,Bamboo,25626,18.5,9.25,474081,237040.5,67272.09,778393.59
104,Penn Jillette,DN,9.46,Dirt,12837,0.78,3.33,10012.86,42747.21,4991.1,57751.17
108,Alex Trebek,OH,7.14,Wood,20992,12.5,9.25,262400,194176,32599.53,489175.53
115,Steve Jobs,OH,7.14,Tile,13145,1.5,14.3,19717.5,187973.5,14829.14,222520.14
125,Thomas J. Watson,DN,9.46,Bamboo,184,18.5,9.25,3404,1702,483.03,5589.03
127,Jean Ichbiah,LO,9.46,Wood,14241,12.5,9.25,178012.5,131729.25,29301.57,339043.32
134,Charles Darwin,TN,9.46,Carpet,21244,12.5,6.3,265550,133837.2,37782.03,437169.23
