OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
12,Jaden Smith,ZZ,9.46,Laminate,26872,4.5,9.8,120924,263345.6,36351.9,420621.5
17,Monty Hall,TX,8.19,Asphalt,24790,10.78,13.33,267236.2,330450.7,48950.56,646637.46
25,Jaden Smith,ZZ,9.46,Wood,21579,12.5,9.25,269737.5,199605.75,44399.87,513743.12
30,Penn Jillette,II,9.46,Dirt,22029,0.78,3.33,17182.62,73356.57,8565.01,99104.2
40,Jaden Smith,KY,6,Marble,7620,88.73,34.25,676122.6,260985,56226.46,993334.06
42,Jean Ichbiah,ZZ,9.46,Mosaic Tile,25028,18.5,49.25,463018,1232629,160408.21,1856055.21
48,Jaden Smith,LO,9.46,Trampoline,17473,20.78,13.33,363088.94,232915.09,56381.98,652386.01
50,Penn Jillette,XX,9.46,Trampoline,1339,20.78,13.33,27824.42,17848.87,4320.69,49993.98
54,Alex Trebek,II,9.46,Wood,2954,12.5,9.25,36925,27324.5,6078,70327.5
55,Bill Gates,XX,9.46,Dirt,3545,0.78,3.33,2765.1,11804.85,1378.32,15948.27
62,Bill Gates,KY,6,Mosaic Tile,24262,18.5,49.25,448847,1194903.5,98625.03,1742375.53
67,Steve Jobs,ZZ,9.46,Dirt,16153,0.78,3.33,12599.34,53789.49,6280.38,72669.21
77,Jaden Smith,OH,7.14,Straw,16567,1.8,3.25,29820.6,53842.75,5973.56,89636.91
79,Ada Lovelace,II,9.46,Laminate,29157,4.5,9.8,131206.5,285738.6,39443.01,456388.11
84,Albert Einstein,ZZ,9.46,Carpet,5063,12.5,6.3,63287.5,31896.9,9004.44,104188.84
86,Charles Darwin,DN,9.46,Bamboo,1843,18.5,9.25,34095.5,17047.75,4838.15,55981.4
87,Jean Ichbiah,WY,9.46,Wood,9565,12.5,9.25,119562.5,88476.25,19680.47,227719.22
89,Jaden Smith,LO,9.46,Dirt,3617,0.78,3.33,2821.26,12044.61,1406.31,16272.18
91,Thomas J. Watson,DN,9.46,Distressed Red Oak,15170,18.57,23.33,281706.9,353916.1,60129.94,695752.94
97,Elon Musk,OH,7.14,Wood,22499,12.5,9.25,281237.5,208115.75,34939.82,524293.07
98,Grace Murray Hopper,RI,7,Laminate,15779,4.5,9.8,71005.5,154634.2,15794.78,241434.48
103,Charles Babbage,DN,9.46,Dirt,18513,0.78,3.33,14440.14,61648.29,7197.97,83286.4
104,Ada Lovelace,WY,9.46,Laminate,27247,4.5,9.8,122611.5,267020.6,36859.2,426491.3
108,Charles Darwin,XX,9.46,Granite,11048,72.5,29.25,800980,323154,106343.08,1230477.08
110,Ada Lovelace,RI,7,Dirt,28460,0.78,3.33,22198.8,94771.8,8187.94,125158.54
114,Grace Murray Hopper,OH,7.14,Tile,27884,1.5,14.3,41826,398741.2,31456.5,472023.7
116,Albert Einstein,OH,7.14,Distressed Red Oak,7673,18.57,23.33,142487.61,179011.09,22955.01,344453.71
125,Thomas J. Watson,ZZ,9.46,Asphalt,25799,10.78,13.33,278113.22,343900.67,58842.51,680856.4
126,Thomas J. Watson,LO,9.46,Disco Light Up Panels,21139,40.78,23.33,862048.42,493172.87,128203.93,1483425.22
135,Jaden Smith,DN,9.46,Straw,29166,1.8,3.25,52498.8,94789.5,13933.47,161221.77
139,Penn Jillette,TX,8.19,Tile,10961,1.5,14.3,16441.5,156742.3,14183.75,187367.55
145,Jean Ichbiah,AK,1.76,Bamboo,27331,18.5,9.25,505623.5,252811.75,13348.46,771783.71
147,Monty Hall,DN,9.46,Mosaic Tile,17421,18.5,49.25,322288.5,857984.25,111653.8,1291926.55
156,Alex Trebek,RI,7,Distressed Red Oak,18344,18.57,23.33,340648.08,427965.52,53802.95,822416.55
164,Steve Jobs,AK,1.76,Tile,10528,1.5,14.3,15792,150550.4,2927.63,169270.03
172,Steve Jobs,OH,7.14,Disco Light Up Panels,17590,40.78,23.33,717320.2,410374.7,80517.42,1208212.32
175,Jaden Smith,OH,7.14,Tile,11409,1.5,14.3,17113.5,163148.7,12870.72,193132.92
176,Steve Jobs,DN,9.46,Disco Light Up Panels,18805,40.78,23.33,766867.9,438720.65,114048.68,1319637.23
180,Elon Musk,OH,7.14,Dirt,22831,0.78,3.33,17808.18,76027.23,6699.85,100535.26
190,Charles Babbage,OH,7.14,Distressed Red Oak,11721,18.57,23.33,217658.97,273450.93,35065.25,526175.15
194,Monty Hall,DN,9.46,Wood,22325,12.5,9.25,279062.5,206506.25,45934.8,531503.55
202,Charles Babbage,LO,9.46,Wood,29432,12.5,9.25,367900,272246,60557.81,700703.81
211,Jaden Smith,ZZ,9.46,Granite,27364,72.5,29.25,1983890,800397,263393.55,3047680.55
