OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Jaden Smith,AK,1.76,Laminate,7131,4.5,9.8,32089.5,69883.8,1794.73,103768.03
16,Charles Babbage,TX,8.19,Wood,506,12.5,9.25,6325,4680.5,901.35,11906.85
24,Penn Jillette,TN,9.46,Carpet,16234,12.5,6.3,202925,102274.2,28871.84,334071.04
29,Thomas J. Watson,KY,6,Marble,17903,88.73,34.25,1588533.19,613177.75,132102.66,2333813.6
34,Bill Gates,AK,1.76,Granite,9594,72.5,29.25,695565,280624.5,17180.94,993370.44
41,Thomas J. Watson,DN,9.46,Mosaic Tile,20936,18.5,49.25,387316,1031098,134181.96,1552595.96
49,Alex Trebek,II,9.46,Carpet,10932,12.5,6.3,136650,68871.6,19442.34,224963.94
54,Alex Trebek,RI,7,Tile,17579,1.5,14.3,26368.5,251379.7,19442.37,297190.57
60,Thomas J. Watson,ZZ,9.46,Asphalt,17942,10.78,13.33,193414.76,239166.86,40922.22,473503.84
70,Grace Murray Hopper,OH,7.14,Dirt,18998,0.78,3.33,14818.44,63263.34,5575.04,83656.82
74,Charles Babbage,OH,7.14,Mosaic Tile,10226,18.5,49.25,189181,503630.5,49466.74,742278.24
75,Thomas J. Watson,KY,6,Disco Light Up Panels,22871,40.78,23.33,932679.38,533580.43,87975.59,1554235.4
83,Grace Murray Hopper,OH,7.14,Distressed Red Oak,28164,18.57,23.33,523005.48,657066.12,84257.11,1264328.71
86,Monty Hall,TN,9.46,Carpet,26681,12.5,6.3,333512.5,168090.3,47451.62,549054.42
90,Penn Jillette,WY,9.46,Wood,10999,12.5,9.25,137487.5,101740.75,22630.99,261859.24
96,Albert Einstein,II,9.46,Bamboo,3170,18.5,9.25,58645,29322.5,8321.73,96289.23
106,Ada Lovelace,WY,9.46,Disco Light Up Panels,4163,40.78,23.33,169767.14,97122.79,25247.79,292137.72
114,Jaden Smith,LO,9.46,Bamboo,4357,18.5,9.25,80604.5,40302.25,11437.78,132344.53
119,Grace Murray Hopper,KY,6,Trampoline,13232,20.78,13.33,274960.96,176382.56,27080.61,478424.13
126,Jean Ichbiah,TN,9.46,Mosaic Tile,26755,18.5,49.25,494967.5,1317683.75,171476.81,1984128.06
133,Grace Murray Hopper,KY,6,Marble,8170,88.73,34.25,724924.1,279822.5,60284.8,1065031.4
140,Alex Trebek,WY,9.46,Tile,115,1.5,14.3,172.5,1644.5,171.89,1988.89
145,Charles Babbage,HI,4.35,Marble,20017,88.73,34.25,1776108.41,685582.25,107083.54,2568774.2
147,Charles Darwin,II,9.46,Mosaic Tile,18863,18.5,49.25,348965.5,929002.75,120895.8,1398864.05
154,Charles Darwin,DN,9.46,Marble,25706,88.73,34.25,2280893.38,880430.5,299061.24,3460385.12
159,Penn Jillette,AK,1.76,Marble,4426,88.73,34.25,392718.98,151590.5,9579.85,553889.33
160,Thomas J. Watson,TX,8.19,Distressed Red Oak,27729,18.57,23.33,514927.53,646917.57,95155.11,1257000.21
168,Alex Trebek,XX,9.46,Mosaic Tile,8851,18.5,49.25,163743.5,435911.75,56727.39,656382.64
