OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
4,Albert Einstein,OH,7.14,Trampoline,5410,20.78,13.33,112419.8,72115.3,13175.81,197710.91
5,Thomas J. Watson,KY,6,Laminate,12944,4.5,9.8,58248,126851.2,11105.95,196205.15
12,Jaden Smith,DN,9.46,Trampoline,4471,20.78,13.33,92907.38,59598.43,14427.05,166932.86
17,Jean Ichbiah,OH,7.14,Disco Light Up Panels,23349,40.78,23.33,952172.22,544732.17,106878.97,1603783.36
26,Bill Gates,OH,7.14,Carpet,4770,12.5,6.3,59625,30051,6402.87,96078.87
35,Steve Jobs,ZZ,9.46,Asphalt,1400,10.78,13.33,15092,18662,3193.13,36947.13
39,Penn Jillette,TN,9.46,Distressed Red Oak,3436,18.57,23.33,63806.52,80161.88,13619.41,157587.81
49,Albert Einstein,II,9.46,Bamboo,8047,18.5,9.25,148869.5,74434.75,21124.58,244428.83
56,Monty Hall,HI,4.35,Asphalt,6885,10.78,13.33,74220.3,91777.05,7220.88,173218.23
62,Monty Hall,AK,1.76,Tile,27825,1.5,14.3,41737.5,397897.5,7737.58,447372.58
67,Elon Musk,RI,7,Carpet,6379,12.5,6.3,79737.5,40187.7,8394.76,128319.96
75,Penn Jillette,II,9.46,Granite,12768,72.5,29.25,925680,373464,122899.02,1422043.02
80,Steve Jobs,ZZ,9.46,Granite,26801,72.5,29.25,1943072.5,783929.25,257974.37,2984976.12
83,Alex Trebek,ZZ,9.46,Asphalt,23280,10.78,13.33,250958.4,310322.4,53097.16,614377.96
87,Albert Einstein,AK,1.76,Trampoline,12165,20.78,13.33,252788.7,162159.45,7303.09,422251.24
97,Bill Gates,ZZ,9.46,Carpet,14958,12.5,6.3,186975,94235.4,26602.5,307812.9
101,Thomas J. Watson,WY,9.46,Trampoline,23875,20.78,13.33,496122.5,318253.75,77039.99,891416.24
108,Monty Hall,WY,9.46,Disco Light Up Panels,13326,40.78,23.33,543434.28,310895.58,80819.6,935149.46
111,Bill Gates,TX,8.19,Straw,28050,1.8,3.25,50490,91162.5,11601.34,153253.84
114,Elon Musk,ZZ,9.46,Carpet,2371,12.5,6.3,29637.5,14937.3,4216.78,48791.58
121,Albert Einstein,RI,7,Asphalt,14088,10.78,13.33,151868.64,187793.04,23776.32,363438
127,Grace Murray Hopper,KY,6,Marble,935,88.73,34.25,82962.55,32023.75,6899.18,121885.48
136,Steve Jobs,TX,8.19,Marble,7578,88.73,34.25,672395.94,259546.5,76326.09,1008268.53
146,Elon Musk,DN,9.46,Straw,13480,1.8,3.25,24264,43810,6439.8,74513.8
150,Monty Hall,HI,4.35,Laminate,7273,4.5,9.8,32728.5,71275.4,4524.17,108528.07
157,Jean Ichbiah,RI,7,Dirt,2883,0.78,3.33,2248.74,9600.39,829.44,12678.57
160,Jaden Smith,ZZ,9.46,Straw,7850,1.8,3.25,14130,25512.5,3750.18,43392.68
167,Grace Murray Hopper,KY,6,Distressed Red Oak,22165,18.57,23.33,411604.05,517109.45,55722.81,984436.31
170,Jean Ichbiah,RI,7,Marble,16517,88.73,34.25,1465553.41,565707.25,142188.25,2173448.91
176,Albert Einstein,DN,9.46,Wood,16249,12.5,9.25,203112.5,150303.25,33433.13,386848.88
