OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Alex Trebek,DN,9.46,Carpet,4480,12.5,6.3,56000,28224,7967.59,92191.59
17,Charles Babbage,II,9.46,Asphalt,15626,10.78,13.33,168448.28,208294.58,35639.87,412382.73
22,Jean Ichbiah,XX,9.46,Tile,16830,1.5,14.3,25245,240669,25155.46,291069.46
32,Thomas J. Watson,DN,9.46,Laminate,28016,4.5,9.8,126072,274556.8,37899.48,438528.28
34,Charles Darwin,RI,7,Bamboo,19814,18.5,9.25,366559,183279.5,38488.7,588327.2
36,Bill Gates,HI,4.35,Wood,1082,12.5,9.25,13525,10008.5,1023.71,24557.21
38,Penn Jillette,XX,9.46,Marble,7710,88.73,34.25,684108.3,264067.5,89697.43,1037873.23
43,Ada Lovelace,II,9.46,Trampoline,27632,20.78,13.33,574192.96,368334.56,89163.1,1031690.62
52,Charles Babbage,ZZ,9.46,Bamboo,5370,18.5,9.25,99345,49672.5,14097.06,163114.56
55,Elon Musk,RI,7,Carpet,10409,12.5,6.3,130112.5,65576.7,13698.24,209387.44
57,Albert Einstein,LO,9.46,Dirt,21689,0.78,3.33,16917.42,72224.37,8432.81,97574.6
58,Thomas J. Watson,WY,9.46,Asphalt,290,10.78,13.33,3126.2,3865.7,661.43,7653.33
64,Jaden Smith,HI,4.35,Wood,20396,12.5,9.25,254950,188663,19297.17,462910.17
69,Charles Babbage,WY,9.46,Tile,21358,1.5,14.3,32037,305419.4,31923.38,369379.78
71,Elon Musk,WY,9.46,Bamboo,24640,18.5,9.25,455840,227920,64683.7,748443.7
79,Jaden Smith,RI,7,Dirt,3552,0.78,3.33,2770.56,11828.16,1021.91,15620.63
88,Jaden Smith,TX,8.19,Mosaic Tile,22919,18.5,49.25,424001.5,1128760.75,127171.23,1679933.48
91,Jean Ichbiah,TX,8.19,Distressed Red Oak,1426,18.57,23.33,26480.82,33268.58,4893.48,64642.88
96,Ada Lovelace,XX,9.46,Bamboo,29087,18.5,9.25,538109.5,269054.75,76357.74,883521.99
101,Albert Einstein,RI,7,Carpet,16327,12.5,6.3,204087.5,102860.1,21486.33,328433.93
107,Thomas J. Watson,II,9.46,Carpet,5463,12.5,6.3,68287.5,34416.9,9715.84,112420.24
112,Charles Darwin,DN,9.46,Distressed Red Oak,6715,18.57,23.33,124697.55,156660.95,26616.51,307975.01
116,Alex Trebek,DN,9.46,Granite,26255,72.5,29.25,1903487.5,767958.75,252718.82,2924165.07
125,Alex Trebek,DN,9.46,Granite,3039,72.5,29.25,220327.5,88890.75,29252.05,338470.3
130,Bill Gates,LO,9.46,Granite,7280,72.5,29.25,527800,212940,70074,810814
