OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Alex Trebek,RI,7,Laminate,2193,4.5,9.8,9868.5,21491.4,2195.19,33555.09
12,Monty Hall,II,9.46,Straw,13635,1.8,3.25,24543,44313.75,6513.85,75370.6
15,Charles Babbage,II,9.46,Dirt,7747,0.78,3.33,6042.66,25797.51,3012.08,34852.25
17,Alex Trebek,KY,6,Mosaic Tile,6671,18.5,49.25,123413.5,328546.75,27117.62,479077.87
19,Jean Ichbiah,LO,9.46,Bamboo,11565,18.5,9.25,213952.5,106976.25,30359.86,351288.61
24,Steve Jobs,DN,9.46,Mosaic Tile,16349,18.5,49.25,302456.5,805188.25,104783.19,1212427.94
26,Jaden Smith,HI,4.35,Granite,21942,72.5,29.25,1590795,641803.5,97118.03,2329716.53
31,Charles Darwin,XX,9.46,Asphalt,19483,10.78,13.33,210026.74,259708.39,44436.94,514172.07
32,Steve Jobs,II,9.46,Trampoline,5841,20.78,13.33,121375.98,77860.53,18847.77,218084.28
33,Albert Einstein,KY,6,Bamboo,26534,18.5,9.25,490879,245439.5,44179.11,780497.61
35,Jean Ichbiah,XX,9.46,Laminate,6754,4.5,9.8,30393,66189.2,9136.68,105718.88
41,Albert Einstein,ZZ,9.46,Trampoline,16362,20.78,13.33,340002.36,218105.46,52797,610904.82
45,Jaden Smith,TN,9.46,Mosaic Tile,24303,18.5,49.25,449605.5,1196922.75,155761.57,1802289.82
53,Monty Hall,AK,1.76,Tile,15950,1.5,14.3,23925,228085,4435.38,256445.38
62,Jaden Smith,RI,7,Disco Light Up Panels,4297,40.78,23.33,175231.66,100249.01,19283.65,294764.32
72,Elon Musk,ZZ,9.46,Wood,7150,12.5,9.25,89375,66137.5,14711.48,170223.98
81,Monty Hall,DN,9.46,Wood,9859,12.5,9.25,123237.5,91195.75,20285.39,234718.64
88,Monty Hall,KY,6,Laminate,13000,4.5,9.8,58500,127400,11154,197054
91,Jean Ichbiah,AK,1.76,Straw,23750,1.8,3.25,42750,77187.5,2110.9,122048.4
101,Grace Murray Hopper,RI,7,Laminate,8946,4.5,9.8,40257,87670.8,8954.95,136882.75
107,Penn Jillette,WY,9.46,Marble,23675,88.73,34.25,2100682.75,810868.75,275432.77,3186984.27
115,Monty Hall,TX,8.19,Dirt,11197,0.78,3.33,8733.66,37286.01,3769.01,49788.68
124,Penn Jillette,XX,9.46,Dirt,15684,0.78,3.33,12233.52,52227.72,6098.03,70559.27
133,Penn Jillette,AK,1.76,Disco Light Up Panels,16000,40.78,23.33,652480,373280,18053.38,1043813.38
136,Monty Hall,ZZ,9.46,Mosaic Tile,3124,18.5,49.25,57794,153857,20022.18,231673.18
142,Penn Jillette,KY,6,Wood,13753,12.5,9.25,171912.5,127215.25,17947.67,317075.42
149,Monty Hall,TN,9.46,Wood,8852,12.5,9.25,110650,81881,18213.43,210744.43
150,Elon Musk,TN,9.46,Trampoline,23056,20.78,13.33,479103.68,307336.48,74397.24,860837.4
