OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11,Penn Jillette,WY,9.46,Tile,10524,1.5,14.3,15786,150493.2,15730.01,182009.21
18,Steve Jobs,TX,8.19,Laminate,19246,4.5,9.8,86607,188610.8,22540.34,297758.14
23,Grace Murray Hopper,II,9.46,Dirt,19170,0.78,3.33,14952.6,63836.1,7453.41,86242.11
29,Charles Darwin,DN,9.46,Marble,18492,88.73,34.25,1640795.16,633351,215134.23,2489280.39
39,Ada Lovelace,ZZ,9.46,Marble,27877,88.73,34.25,2473526.21,954787.25,324318.45,3752631.91
47,Albert Einstein,ZZ,9.46,Mosaic Tile,14951,18.5,49.25,276593.5,736336.75,95823.2,1108753.45
55,Penn Jillette,TX,8.19,Mosaic Tile,24768,18.5,49.25,458208,1219824,137430.82,1815462.82
58,Thomas J. Watson,DN,9.46,Laminate,3962,4.5,9.8,17829,38827.6,5359.71,62016.31
66,Charles Babbage,RI,7,Wood,14000,12.5,9.25,175000,129500,21315,325815
68,Charles Babbage,OH,7.14,Disco Light Up Panels,8907,40.78,23.33,363227.46,207800.31,40771.38,611799.15
69,Charles Babbage,II,9.46,Asphalt,12353,10.78,13.33,133165.34,164665.49,28174.8,326005.63
78,Bill Gates,TN,9.46,Wood,27695,12.5,9.25,346187.5,256178.75,56983.85,659350.1
84,Monty Hall,XX,9.46,Laminate,1562,4.5,9.8,7029,15307.6,2113.04,24449.64
89,Charles Darwin,KY,6,Asphalt,18045,10.78,13.33,194525.1,240539.85,26103.9,461168.85
90,Penn Jillette,DN,9.46,Straw,2594,1.8,3.25,4669.2,8430.5,1239.23,14338.93
96,Grace Murray Hopper,TX,8.19,Mosaic Tile,6298,18.5,49.25,116513,310176.5,34945.87,461635.37
104,Monty Hall,KY,6,Distressed Red Oak,6913,18.57,23.33,128374.41,161280.29,17379.28,307033.98
108,Jaden Smith,TN,9.46,Carpet,14918,12.5,6.3,186475,93983.4,26531.36,306989.76
111,Albert Einstein,RI,7,Distressed Red Oak,10929,18.57,23.33,202951.53,254973.57,32054.76,489979.86
113,Bill Gates,ZZ,9.46,Laminate,24784,4.5,9.8,111528,242883.2,33527.3,387938.5
114,Alex Trebek,KY,6,Granite,15849,72.5,29.25,1149052.5,463583.25,96758.15,1709393.9
119,Alex Trebek,OH,7.14,Bamboo,10751,18.5,9.25,198893.5,99446.75,21301.49,319641.74
121,Steve Jobs,DN,9.46,Wood,16300,12.5,9.25,203750,150775,33538.07,388063.07
122,Elon Musk,HI,4.35,Granite,11183,72.5,29.25,810767.5,327102.75,49497.36,1187367.61
