OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Charles Darwin,XX,9.46,Laminate,18763,4.5,9.8,84433.5,183877.4,25382.21,293693.11
7,Elon Musk,HI,4.35,Laminate,12354,4.5,9.8,55593,121069.2,7684.81,184347.01
17,Jaden Smith,OH,7.14,Tile,15539,1.5,14.3,23308.5,222207.7,17529.86,263046.06
21,Monty Hall,HI,4.35,Marble,6652,88.73,34.25,590231.96,227831,35585.74,853648.7
26,Steve Jobs,LO,9.46,Bamboo,22770,18.5,9.25,421245,210622.5,59774.67,691642.17
35,Monty Hall,ZZ,9.46,Carpet,4443,12.5,6.3,55537.5,27990.9,7901.79,91430.19
38,Ada Lovelace,WY,9.46,Marble,29429,88.73,34.25,2611235.17,1007943.25,342374.28,3961552.7
39,Elon Musk,II,9.46,Granite,24342,72.5,29.25,1764795,712003.5,234305.14,2711103.64
40,Jean Ichbiah,DN,9.46,Asphalt,28044,10.78,13.33,302314.32,373826.52,63962.92,740103.76
46,Grace Murray Hopper,DN,9.46,Distressed Red Oak,21144,18.57,23.33,392644.08,493289.52,83809.32,969742.92
48,Thomas J. Watson,ZZ,9.46,Mosaic Tile,9420,18.5,49.25,174270,463935,60374.19,698579.19
56,Thomas J. Watson,TN,9.46,Laminate,28754,4.5,9.8,129393,281789.2,38897.84,450080.04
62,Grace Murray Hopper,RI,7,Granite,8386,72.5,29.25,607985,245290.5,59729.29,913004.79
67,Grace Murray Hopper,LO,9.46,Dirt,15713,0.78,3.33,12256.14,52324.29,6109.31,70689.74
71,Jean Ichbiah,RI,7,Wood,27344,12.5,9.25,341800,252932,41631.24,636363.24
76,Alex Trebek,TX,8.19,Disco Light Up Panels,4586,40.78,23.33,187017.08,106991.38,24079.29,318087.75
86,Penn Jillette,AK,1.76,Bamboo,18540,18.5,9.25,342990,171495,9054.94,523539.94
91,Jean Ichbiah,XX,9.46,Tile,12795,1.5,14.3,19192.5,182968.5,19124.43,221285.43
96,Bill Gates,LO,9.46,Distressed Red Oak,15576,18.57,23.33,289246.32,363388.08,61739.21,714373.61
100,Thomas J. Watson,XX,9.46,Distressed Red Oak,27705,18.57,23.33,514481.85,646357.65,109815.42,1270654.92
108,Penn Jillette,DN,9.46,Marble,21157,88.73,34.25,1877260.61,724627.25,246138.59,2848026.45
118,Jaden Smith,ZZ,9.46,Disco Light Up Panels,12463,40.78,23.33,508241.14,290761.79,75585.68,874588.61
122,Jean Ichbiah,RI,7,Granite,6367,72.5,29.25,461607.5,186234.75,45348.96,693191.21
131,Ada Lovelace,TX,8.19,Granite,19251,72.5,29.25,1395697.5,563091.75,160424.84,2119214.09
136,Thomas J. Watson,LO,9.46,Trampoline,12640,20.78,13.33,262659.2,168491.2,40786.83,471937.23
142,Grace Murray Hopper,WY,9.46,Disco Light Up Panels,22055,40.78,23.33,899402.9,514543.15,133759.3,1547705.35
150,Ada Lovelace,HI,4.35,Mosaic Tile,7833,18.5,49.25,144910.5,385775.25,23084.83,553770.58
152,Elon Musk,LO,9.46,Tile,17723,1.5,14.3,26584.5,253438.9,26490.21,306513.61
156,Grace Murray Hopper,AK,1.76,Marble,3019,88.73,34.25,267875.87,103400.75,6534.47,377811.09
166,Charles Babbage,OH,7.14,Disco Light Up Panels,25482,40.78,23.33,1039155.96,594495.06,116642.68,1750293.7
176,Ada Lovelace,AK,1.76,Tile,9046,1.5,14.3,13569,129357.8,2515.51,145442.31
183,Steve Jobs,HI,4.35,Carpet,19561,12.5,6.3,244512.5,123234.3,15996.99,383743.79
