OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Charles Babbage,LO,9.46,Wood,27835,12.5,9.25,347937.5,257473.75,57271.9,662683.15
13,Thomas J. Watson,AK,1.76,Straw,1522,1.8,3.25,2739.6,4946.5,135.28,7821.38
18,Thomas J. Watson,AK,1.76,Asphalt,24405,10.78,13.33,263085.9,325318.65,10355.92,598760.47
21,Charles Babbage,HI,4.35,Laminate,29112,4.5,9.8,131004,285297.6,18109.12,434410.72
26,Charles Darwin,TX,8.19,Marble,28834,88.73,34.25,2558440.82,987564.5,290417.84,3836423.16
30,Penn Jillette,II,9.46,Tile,23616,1.5,14.3,35424,337708.8,35298.36,408431.16
40,Jaden Smith,II,9.46,Distressed Red Oak,3805,18.57,23.33,70658.85,88770.65,15082.03,174511.53
49,Thomas J. Watson,ZZ,9.46,Bamboo,3658,18.5,9.25,67673,33836.5,9602.8,111112.3
57,Monty Hall,OH,7.14,Granite,17801,72.5,29.25,1290572.5,520679.25,129323.37,1940575.12
64,Alex Trebek,TX,8.19,Trampoline,19065,20.78,13.33,396170.7,254136.45,53260.16,703567.31
67,Ada Lovelace,TN,9.46,Bamboo,9358,18.5,9.25,173123,86561.5,24566.15,284250.65
73,Monty Hall,II,9.46,Wood,28535,12.5,9.25,356687.5,263948.75,58712.19,679348.44
83,Monty Hall,AK,1.76,Asphalt,7359,10.78,13.33,79330.02,98095.47,3122.69,180548.18
85,Jean Ichbiah,LO,9.46,Mosaic Tile,16725,18.5,49.25,309412.5,823706.25,107193.03,1240311.78
91,Grace Murray Hopper,HI,4.35,Laminate,14573,4.5,9.8,65578.5,142815.4,9065.13,217459.03
100,Alex Trebek,KY,6,Bamboo,19871,18.5,9.25,367613.5,183806.75,33085.22,584505.47
109,Alex Trebek,OH,7.14,Bamboo,341,18.5,9.25,6308.5,3154.25,675.64,10138.39
115,Penn Jillette,TX,8.19,Distressed Red Oak,14388,18.57,23.33,267185.16,335672.04,49374,652231.2
119,Charles Darwin,KY,6,Asphalt,16023,10.78,13.33,172727.94,213586.59,23178.87,409493.4
123,Bill Gates,II,9.46,Asphalt,29702,10.78,13.33,320187.56,395927.66,67744.5,783859.72
124,Thomas J. Watson,WY,9.46,Tile,5615,1.5,14.3,8422.5,80294.5,8392.63,97109.63
126,Monty Hall,II,9.46,Granite,1912,72.5,29.25,138620,55926,18404.05,212950.05
130,Elon Musk,WY,9.46,Distressed Red Oak,20696,18.57,23.33,384324.72,482837.68,82033.56,949195.96
133,Elon Musk,TN,9.46,Asphalt,23248,10.78,13.33,250613.44,309895.84,53024.18,613533.46
138,Jean Ichbiah,LO,9.46,Marble,6215,88.73,34.25,551456.95,212863.75,72304.74,836625.44
141,Grace Murray Hopper,AK,1.76,Trampoline,13607,20.78,13.33,282753.46,181381.31,8168.77,472303.54
150,Charles Babbage,DN,9.46,Dirt,25942,0.78,3.33,20234.76,86386.86,10086.41,116708.03
157,Grace Murray Hopper,LO,9.46,Wood,16956,12.5,9.25,211950,156843,34887.82,403680.82
166,Charles Babbage,TX,8.19,Disco Light Up Panels,18897,40.78,23.33,770619.66,440867.01,99220.76,1310707.43
175,Ada Lovelace,II,9.46,Tile,19605,1.5,14.3,29407.5,280351.5,29303.2,339062.2
185,Charles Darwin,OH,7.14,Wood,2376,12.5,9.25,29700,21978,3689.81,55367.81
