OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
6,Charles Darwin,TX,8.19,Mosaic Tile,26969,18.5,49.25,498926.5,1328223.25,149643.56,1976793.31
16,Penn Jillette,RI,7,Mosaic Tile,13891,18.5,49.25,256983.5,684131.75,65878.07,1006993.32
23,Grace Murray Hopper,AK,1.76,Asphalt,25013,10.78,13.33,269640.14,333423.29,10613.92,613677.35
27,Thomas J. Watson,ZZ,9.46,Granite,629,72.5,29.25,45602.5,18398.25,6054.47,70055.22
29,Grace Murray Hopper,II,9.46,Straw,699,1.8,3.25,1258.2,2271.75,333.93,3863.88
32,Elon Musk,ZZ,9.46,Carpet,18609,12.5,6.3,232612.5,117236.7,33095.73,382944.93
41,Alex Trebek,TX,8.19,Dirt,24088,0.78,3.33,18788.64,80213.04,8108.24,107109.92
49,Thomas J. Watson,ZZ,9.46,Marble,13952,88.73,34.25,1237960.96,477856,162316.28,1878133.24
56,Bill Gates,TN,9.46,Straw,12550,1.8,3.25,22590,40787.5,5995.51,69373.01
65,Charles Darwin,ZZ,9.46,Mosaic Tile,2511,18.5,49.25,46453.5,123666.75,16093.38,186213.63
73,Charles Babbage,LO,9.46,Tile,606,1.5,14.3,909,8665.8,905.78,10480.58
80,Ada Lovelace,RI,7,Distressed Red Oak,2300,18.57,23.33,42711,53659,6745.9,103115.9
83,Jaden Smith,II,9.46,Marble,20819,88.73,34.25,1847269.87,713050.75,242206.33,2802526.95
88,Charles Darwin,TN,9.46,Mosaic Tile,28162,18.5,49.25,520997,1386978.5,180494.48,2088469.98
95,Elon Musk,HI,4.35,Mosaic Tile,19463,18.5,49.25,360065.5,958552.75,57359.89,1375978.14
101,Elon Musk,OH,7.14,Carpet,27948,12.5,6.3,349350,176072.4,37515.16,562937.56
109,Steve Jobs,TX,8.19,Distressed Red Oak,21155,18.57,23.33,392848.35,493546.15,72595.71,958990.21
111,Jaden Smith,KY,6,Asphalt,12426,10.78,13.33,133952.28,165638.58,17975.45,317566.31
121,Steve Jobs,HI,4.35,Mosaic Tile,23370,18.5,49.25,432345,1150972.5,68874.31,1652191.81
125,Steve Jobs,TX,8.19,Disco Light Up Panels,16951,40.78,23.33,691261.78,395466.83,89003.07,1175731.68
132,Monty Hall,DN,9.46,Bamboo,13279,18.5,9.25,245661.5,122830.75,34859.37,403351.62
137,Penn Jillette,LO,9.46,Mosaic Tile,15864,18.5,49.25,293484,781302,101674.76,1176460.76
138,Thomas J. Watson,OH,7.14,Mosaic Tile,3871,18.5,49.25,71613.5,190646.75,18725.38,280985.63
148,Penn Jillette,HI,4.35,Bamboo,10945,18.5,9.25,202482.5,101241.25,13211.98,316935.73
155,Alex Trebek,ZZ,9.46,Asphalt,3413,10.78,13.33,36792.14,45495.29,7784.39,90071.82
165,Grace Murray Hopper,XX,9.46,Wood,11187,12.5,9.25,139837.5,103479.75,23017.81,266335.06
173,Steve Jobs,AK,1.76,Bamboo,12821,18.5,9.25,237188.5,118594.25,6261.78,362044.53
183,Jaden Smith,KY,6,Distressed Red Oak,5082,18.57,23.33,94372.74,118563.06,12776.15,225711.95
184,Bill Gates,TX,8.19,Tile,27272,1.5,14.3,40908,389989.6,35290.51,466188.11
187,Bill Gates,XX,9.46,Carpet,28620,12.5,6.3,357750,180306,50900.1,588956.1
194,Steve Jobs,DN,9.46,Granite,7653,72.5,29.25,554842.5,223850.25,73664.33,852357.08
197,Albert Einstein,OH,7.14,Trampoline,15739,20.78,13.33,327056.42,209800.87,38331.61,575188.9
198,Monty Hall,RI,7,Carpet,16532,12.5,6.3,206650,104151.6,21756.11,332557.71
199,Elon Musk,OH,7.14,Bamboo,24976,18.5,9.25,462056,231028,49486.2,742570.2
209,Charles Darwin,KY,6,Laminate,24356,4.5,9.8,109602,238688.8,20897.45,369188.25
213,Alex Trebek,DN,9.46,Laminate,28528,4.5,9.8,128376,279574.4,38592.11,446542.51
214,Elon Musk,TX,8.19,Carpet,23108,12.5,6.3,288850,145580.4,35579.85,470010.25
