OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
9,Grace Murray Hopper,RI,7,Wood,911,12.5,9.25,11387.5,8426.75,1387,21201.25
13,Albert Einstein,TX,8.19,Marble,13093,88.73,34.25,1161741.89,448435.25,131873.51,1742050.65
18,Bill Gates,HI,4.35,Carpet,11434,12.5,6.3,142925,72034.2,9350.73,224309.93
27,Thomas J. Watson,II,9.46,Asphalt,28474,10.78,13.33,306949.72,379558.42,64943.67,751451.81
34,Albert Einstein,ZZ,9.46,Carpet,3049,12.5,6.3,38112.5,19208.7,5422.59,62743.79
42,Monty Hall,TN,9.46,Tile,2434,1.5,14.3,3651,34806.2,3638.05,42095.25
44,Penn Jillette,II,9.46,Dirt,4588,0.78,3.33,3578.64,15278.04,1783.84,20640.52
48,Bill Gates,RI,7,Trampoline,14538,20.78,13.33,302099.64,193791.54,34712.38,530603.56
55,Penn Jillette,AK,1.76,Wood,4970,12.5,9.25,62125,45972.5,1902.52,110000.02
65,Elon Musk,XX,9.46,Trampoline,13233,20.78,13.33,274981.74,176395.89,42700.32,494077.95
70,Jean Ichbiah,WY,9.46,Straw,18239,1.8,3.25,32830.2,59276.75,8713.32,100820.27
73,Alex Trebek,KY,6,Bamboo,7632,18.5,9.25,141192,70596,12707.28,224495.28
76,Ada Lovelace,RI,7,Mosaic Tile,17911,18.5,49.25,331353.5,882116.75,84942.92,1298413.17
79,Charles Darwin,DN,9.46,Marble,23490,88.73,34.25,2084267.7,804532.5,273280.5,3162080.7
85,Penn Jillette,HI,4.35,Asphalt,7414,10.78,13.33,79922.92,98828.62,7775.69,186527.23
92,Thomas J. Watson,AK,1.76,Dirt,6398,0.78,3.33,4990.44,21305.34,462.81,26758.59
97,Penn Jillette,TN,9.46,Mosaic Tile,14377,18.5,49.25,265974.5,708067.25,92144.35,1066186.1
102,Bill Gates,TN,9.46,Straw,23054,1.8,3.25,41497.2,74925.5,11013.59,127436.29
105,Jaden Smith,KY,6,Tile,14243,1.5,14.3,21364.5,203674.9,13502.36,238541.76
109,Ada Lovelace,OH,7.14,Bamboo,994,18.5,9.25,18389,9194.5,1969.46,29552.96
119,Charles Babbage,XX,9.46,Straw,27005,1.8,3.25,48609,87766.25,12901.1,149276.35
123,Steve Jobs,XX,9.46,Laminate,23135,4.5,9.8,104107.5,226723,31296.57,362127.07
126,Grace Murray Hopper,RI,7,Marble,26119,88.73,34.25,2317538.87,894575.75,224848.02,3436962.64
135,Grace Murray Hopper,XX,9.46,Tile,20308,1.5,14.3,30462,290404.4,30353.96,351220.36
139,Thomas J. Watson,KY,6,Dirt,8878,0.78,3.33,6924.84,29563.74,2189.31,38677.89
