OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
7,Bill Gates,LO,9.46,Bamboo,23964,18.5,9.25,443334,221667,62909.09,727910.09
10,Charles Babbage,DN,9.46,Asphalt,23091,10.78,13.33,248920.98,307803.03,52666.09,609390.1
15,Ada Lovelace,KY,6,Bamboo,28759,18.5,9.25,532041.5,266020.75,47883.74,845945.99
16,Jaden Smith,TX,8.19,Marble,11579,88.73,34.25,1027404.67,396580.75,116624.41,1540609.83
26,Penn Jillette,II,9.46,Asphalt,3846,10.78,13.33,41459.88,51267.18,8771.98,101499.04
33,Charles Darwin,DN,9.46,Distressed Red Oak,9129,18.57,23.33,169525.53,212979.57,36184.98,418690.08
37,Steve Jobs,OH,7.14,Granite,139,72.5,29.25,10077.5,4065.75,1009.83,15153.08
47,Alex Trebek,TX,8.19,Disco Light Up Panels,20858,40.78,23.33,850589.24,486617.14,109517.2,1446723.58
56,Grace Murray Hopper,RI,7,Asphalt,7707,10.78,13.33,83081.46,102734.31,13007.1,198822.87
61,Grace Murray Hopper,LO,9.46,Disco Light Up Panels,16311,40.78,23.33,665162.58,380535.63,98923.05,1144621.26
66,Charles Babbage,AK,1.76,Laminate,5385,4.5,9.8,24232.5,52773,1355.3,78360.8
75,Thomas J. Watson,WY,9.46,Straw,5157,1.8,3.25,9282.6,16760.25,2463.65,28506.5
78,Jaden Smith,II,9.46,Distressed Red Oak,12061,18.57,23.33,223972.77,281383.13,47806.67,553162.57
83,Ada Lovelace,OH,7.14,Laminate,1780,4.5,9.8,8010,17444,1817.42,27271.42
85,Penn Jillette,DN,9.46,Mosaic Tile,14715,18.5,49.25,272227.5,724713.75,94310.64,1091251.89
92,Steve Jobs,KY,6,Laminate,27538,4.5,9.8,123921,269872.4,23627.6,417421
94,Charles Darwin,KY,6,Carpet,29860,12.5,6.3,373250,188118,33682.08,595050.08
101,Ada Lovelace,ZZ,9.46,Asphalt,19059,10.78,13.33,205456.02,254056.47,43469.88,502982.37
108,Steve Jobs,DN,9.46,Straw,10442,1.8,3.25,18795.6,33936.5,4988.46,57720.56
118,Charles Babbage,RI,7,Laminate,29069,4.5,9.8,130810.5,284876.2,29098.07,444784.77
122,Elon Musk,XX,9.46,Straw,29494,1.8,3.25,53089.2,95855.5,14090.17,163034.87
126,Ada Lovelace,ZZ,9.46,Laminate,23538,4.5,9.8,105921,230672.4,31841.74,368435.14
128,Grace Murray Hopper,HI,4.35,Disco Light Up Panels,11889,40.78,23.33,484833.42,277370.37,33155.86,795359.65
132,Alex Trebek,OH,7.14,Wood,16138,12.5,9.25,201725,149276.5,25061.51,376063.01
140,Albert Einstein,HI,4.35,Dirt,4678,0.78,3.33,3648.84,15577.74,836.36,20062.94
143,Bill Gates,ZZ,9.46,Dirt,4378,0.78,3.33,3414.84,14578.74,1702.19,19695.77
146,Bill Gates,HI,4.35,Tile,15606,1.5,14.3,23409,223165.8,10726,257300.8
154,Elon Musk,LO,9.46,Distressed Red Oak,14929,18.57,23.33,277231.53,348293.57,59174.67,684699.77
156,Bill Gates,XX,9.46,Carpet,23557,12.5,6.3,294462.5,148409.1,41895.65,484767.25
159,Monty Hall,KY,6,Distressed Red Oak,25956,18.57,23.33,482002.92,605553.48,65253.38,1152809.78
164,Penn Jillette,KY,6,Mosaic Tile,26212,18.5,49.25,484922,1290941,106551.78,1882414.78
172,Thomas J. Watson,WY,9.46,Trampoline,16232,20.78,13.33,337300.96,216372.56,52377.51,606051.03
179,Bill Gates,LO,9.46,Dirt,8039,0.78,3.33,6270.42,26769.87,3125.61,36165.9
182,Penn Jillette,DN,9.46,Disco Light Up Panels,13734,40.78,23.33,560072.52,320414.22,83294.05,963780.79
