OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
10,Jean Ichbiah,WY,9.46,Straw,8623,1.8,3.25,15521.4,28024.75,4119.47,47665.62
16,Alex Trebek,WY,9.46,Straw,3706,1.8,3.25,6670.8,12044.5,1770.47,20485.77
23,Charles Babbage,HI,4.35,Disco Light Up Panels,16383,40.78,23.33,668098.74,382215.39,45688.66,1096002.79
24,Bill Gates,DN,9.46,Mosaic Tile,5060,18.5,49.25,93610,249205,32430.3,375245.3
31,Bill Gates,ZZ,9.46,Mosaic Tile,29390,18.5,49.25,543715,1447457.5,188364.92,2179537.42
35,Penn Jillette,ZZ,9.46,Bamboo,2321,18.5,9.25,42938.5,21469.25,6092.97,70500.72
44,Thomas J. Watson,TN,9.46,Straw,11047,1.8,3.25,19884.6,35902.75,5277.48,61064.83
49,Charles Babbage,II,9.46,Tile,20800,1.5,14.3,31200,297440,31089.34,359729.34
58,Charles Babbage,ZZ,9.46,Asphalt,18118,10.78,13.33,195312.04,241512.94,41323.64,478148.62
61,Thomas J. Watson,LO,9.46,Trampoline,29877,20.78,13.33,620844.06,398260.41,96407.28,1115511.75
62,Monty Hall,AK,1.76,Disco Light Up Panels,5885,40.78,23.33,239990.3,137297.05,6640.26,383927.61
65,Bill Gates,RI,7,Trampoline,28141,20.78,13.33,584769.98,375119.53,67192.27,1027081.78
72,Charles Babbage,LO,9.46,Distressed Red Oak,23782,18.57,23.33,441631.74,554834.06,94265.66,1090731.46
77,Thomas J. Watson,TX,8.19,Straw,12129,1.8,3.25,21832.2,39419.25,5016.49,66267.94
80,Steve Jobs,OH,7.14,Disco Light Up Panels,8141,40.78,23.33,331989.98,189929.53,37265.05,559184.56
88,Bill Gates,TX,8.19,Granite,15893,72.5,29.25,1152242.5,464870.25,132441.53,1749554.28
92,Elon Musk,HI,4.35,Mosaic Tile,28502,18.5,49.25,527287,1403723.5,83998.96,2015009.46
101,Bill Gates,TN,9.46,Dirt,8111,0.78,3.33,6326.58,27009.63,3153.61,36489.82
104,Monty Hall,II,9.46,Asphalt,9317,10.78,13.33,100437.26,124195.61,21250.27,245883.14
112,Thomas J. Watson,WY,9.46,Dirt,18298,0.78,3.33,14272.44,60932.34,7114.37,82319.15
115,Charles Babbage,WY,9.46,Dirt,743,0.78,3.33,579.54,2474.19,288.88,3342.61
122,Alex Trebek,WY,9.46,Dirt,16822,0.78,3.33,13121.16,56017.26,6540.49,75678.91
128,Ada Lovelace,TN,9.46,Asphalt,23571,10.78,13.33,254095.38,314201.43,53760.88,622057.69
130,Steve Jobs,AK,1.76,Distressed Red Oak,18172,18.57,23.33,337454.04,423952.76,13400.76,774807.56
140,Charles Darwin,ZZ,9.46,Asphalt,18885,10.78,13.33,203580.3,251737.05,43073.02,498390.37
